Rank,JobID,Score,Role,Query
2044,J006740,1,"Data Scientist","sql"
2045,J006741,1,"Data Analyst","sql"
2046,J006743,1,"Data Analyst","sql"
2047,J006750,1,"Data Scientist","sql"
2048,J006753,1,"Data Analyst","sql"
2049,J006760,1,"Data Scientist","sql"
2050,J006766,1,"Data Scientist","sql"
2051,J006769,1,"Data Analyst","sql"
2052,J006772,1,"Data Analyst","sql"
2053,J006776,1,"Data Scientist","sql"
2054,J006777,1,"Data Scientist","sql"
2055,J006780,1,"Data Scientist","sql"
2056,J006782,1,"Data Analyst","sql"
2057,J006787,1,"Data Scientist","sql"
2058,J006800,1,"Data Scientist","sql"
2059,J006801,1,"Data Scientist","sql"
2060,J006802,1,"Data Scientist","sql"
2061,J006803,1,"Data Scientist","sql"
2062,J006814,1,"Data Analyst","sql"
2063,J006818,1,"Data Analyst","sql"
2064,J006825,1,"Data Analyst","sql"
2065,J006826,1,"Data Analyst","sql"
2066,J006827,1,"Data Scientist","sql"
2067,J006831,1,"Data Analyst","sql"
2068,J006833,1,"Data Analyst","sql"
2069,J006835,1,"Data Scientist","sql"
2070,J006839,1,"Data Analyst","sql"
2071,J006847,1,"Data Scientist","sql"
2072,J006848,1,"Data Analyst","sql"
2073,J006856,1,"Data Analyst","sql"
2074,J006860,1,"Data Scientist","sql"
2075,J006861,1,"Data Analyst","sql"
2076,J006863,1,"Data Scientist","sql"
2077,J006865,1,"Data Scientist","sql"
2078,J006871,1,"Data Scientist","sql"
2079,J006874,1,"Data Analyst","sql"
2080,J006876,1,"Data Scientist","sql"
2081,J006880,1,"Data Analyst","sql"
2082,J006881,1,"Data Scientist","sql"
2083,J006884,1,"Data Scientist","sql"
2084,J006885,1,"Data Analyst","sql"
2085,J006886,1,"Data Analyst","sql"
2086,J006897,1,"Data Analyst","sql"
2087,J006901,1,"Data Scientist","sql"
2088,J006906,1,"Data Analyst","sql"
2089,J006908,1,"Data Analyst","sql"
2090,J006916,1,"Data Scientist","sql"
2091,J006923,1,"Data Scientist","sql"
2092,J006924,1,"Data Scientist","sql"
2093,J006927,1,"Data Scientist","sql"
2094,J006943,1,"Data Analyst","sql"
2095,J006944,1,"Data Analyst","sql"
2096,J006951,1,"Data Scientist","sql"
2097,J006952,1,"Data Analyst","sql"
2098,J006953,1,"Data Scientist","sql"
2099,J006956,1,"Data Scientist","sql"
2100,J006961,1,"Data Scientist","sql"
2101,J006966,1,"Data Scientist","sql"
2102,J006969,1,"Data Analyst","sql"
2103,J006971,1,"Data Analyst","sql"
2104,J006973,1,"Data Scientist","sql"
2105,J006974,1,"Data Analyst","sql"
2106,J006980,1,"Data Analyst","sql"
2107,J006986,1,"Data Scientist","sql"
2108,J006987,1,"Data Scientist","sql"
2109,J006988,1,"Data Scientist","sql"
2110,J006995,1,"Data Analyst","sql"
2111,J006996,1,"Data Analyst","sql"
2112,J007002,1,"Data Scientist","sql"
2113,J007003,1,"Data Scientist","sql"
2114,J007007,1,"Data Analyst","sql"
2115,J007010,1,"Data Scientist","sql"
2116,J007011,1,"Data Scientist","sql"
2117,J007013,1,"Data Scientist","sql"
2118,J007020,1,"Data Scientist","sql"
2119,J007021,1,"Data Scientist","sql"
2120,J007023,1,"Data Analyst","sql"
2121,J007032,1,"Data Scientist","sql"
2122,J007036,1,"Data Analyst","sql"
2123,J007040,1,"Data Scientist","sql"
2124,J007048,1,"Data Scientist","sql"
2125,J007052,1,"Data Scientist","sql"
2126,J007054,1,"Data Analyst","sql"
2127,J007062,1,"Data Analyst","sql"
2128,J007064,1,"Data Scientist","sql"
2129,J007067,1,"Data Analyst","sql"
2130,J007068,1,"Data Scientist","sql"
2131,J007075,1,"Data Scientist","sql"
2132,J007078,1,"Data Scientist","sql"
2133,J007081,1,"Data Scientist","sql"
2134,J007086,1,"Data Analyst","sql"
2135,J007094,1,"Data Analyst","sql"
2136,J007096,1,"Data Analyst","sql"
2137,J007100,1,"Data Scientist","sql"
2138,J007101,1,"Data Analyst","sql"
2139,J007102,1,"Data Analyst","sql"
2140,J007108,1,"Data Scientist","sql"
2141,J007113,1,"Data Analyst","sql"
2142,J007115,1,"Data Scientist","sql"
2143,J007118,1,"Data Scientist","sql"
2144,J007121,1,"Data Scientist","sql"
2145,J007124,1,"Data Analyst","sql"
2146,J007129,1,"Data Analyst","sql"
2147,J007134,1,"Data Scientist","sql"
2148,J007139,1,"Data Scientist","sql"
2149,J007147,1,"Data Analyst","sql"
2150,J007148,1,"Data Scientist","sql"
2151,J007150,1,"Data Scientist","sql"
2152,J007151,1,"Data Analyst","sql"
2153,J007153,1,"Data Analyst","sql"
2154,J007155,1,"Data Scientist","sql"
2155,J007170,1,"Data Analyst","sql"
2156,J007173,1,"Data Scientist","sql"
2157,J007180,1,"Data Analyst","sql"
2158,J007185,1,"Data Scientist","sql"
2159,J007187,1,"Data Scientist","sql"
2160,J007190,1,"Data Analyst","sql"
2161,J007191,1,"Data Scientist","sql"
2162,J007195,1,"Data Scientist","sql"
2163,J007200,1,"Data Analyst","sql"
2164,J007204,1,"Data Analyst","sql"
2165,J007208,1,"Data Scientist","sql"
2166,J007209,1,"Data Analyst","sql"
2167,J007211,1,"Data Analyst","sql"
2168,J007212,1,"Data Scientist","sql"
2169,J007216,1,"Data Scientist","sql"
2170,J007218,1,"Data Analyst","sql"
2171,J007219,1,"Data Analyst","sql"
2172,J007220,1,"Data Analyst","sql"
2173,J007224,1,"Data Scientist","sql"
2174,J007225,1,"Data Scientist","sql"
2175,J007226,1,"Data Analyst","sql"
2176,J007227,1,"Data Scientist","sql"
2177,J007230,1,"Data Analyst","sql"
2178,J007232,1,"Data Analyst","sql"
2179,J007242,1,"Data Scientist","sql"
2180,J007246,1,"Data Analyst","sql"
2181,J007247,1,"Data Scientist","sql"
2182,J007255,1,"Data Analyst","sql"
2183,J007259,1,"Data Scientist","sql"
2184,J007260,1,"Data Analyst","sql"
2185,J007262,1,"Data Scientist","sql"
2186,J007267,1,"Data Scientist","sql"
2187,J007268,1,"Data Scientist","sql"
2188,J007269,1,"Data Scientist","sql"
2189,J007270,1,"Data Scientist","sql"
2190,J007275,1,"Data Scientist","sql"
2191,J007277,1,"Data Scientist","sql"
2192,J007280,1,"Data Scientist","sql"
2193,J007283,1,"Data Scientist","sql"
2194,J007297,1,"Data Analyst","sql"
2195,J007306,1,"Data Scientist","sql"
2196,J007310,1,"Data Analyst","sql"
2197,J007311,1,"Data Analyst","sql"
2198,J007322,1,"Data Scientist","sql"
2199,J007328,1,"Data Scientist","sql"
2200,J007331,1,"Data Analyst","sql"
2201,J007332,1,"Data Scientist","sql"
2202,J007337,1,"Data Scientist","sql"
2203,J007343,1,"Data Scientist","sql"
2204,J007348,1,"Data Scientist","sql"
2205,J007351,1,"Data Analyst","sql"
2206,J007357,1,"Data Analyst","sql"
2207,J007359,1,"Data Analyst","sql"
2208,J007360,1,"Data Scientist","sql"
2209,J007361,1,"Data Scientist","sql"
2210,J007362,1,"Data Analyst","sql"
2211,J007363,1,"Data Analyst","sql"
2212,J007364,1,"Data Analyst","sql"
2213,J007367,1,"Data Analyst","sql"
2214,J007369,1,"Data Scientist","sql"
2215,J007374,1,"Data Analyst","sql"
2216,J007375,1,"Data Scientist","sql"
2217,J007376,1,"Data Scientist","sql"
2218,J007379,1,"Data Scientist","sql"
2219,J007380,1,"Data Analyst","sql"
2220,J007381,1,"Data Analyst","sql"
2221,J007382,1,"Data Scientist","sql"
2222,J007387,1,"Data Scientist","sql"
2223,J007388,1,"Data Analyst","sql"
2224,J007392,1,"Data Analyst","sql"
2225,J007396,1,"Data Analyst","sql"
2226,J007397,1,"Data Scientist","sql"
2227,J007398,1,"Data Analyst","sql"
2228,J007401,1,"Data Scientist","sql"
2229,J007403,1,"Data Analyst","sql"
2230,J007404,1,"Data Scientist","sql"
2231,J007408,1,"Data Scientist","sql"
2232,J007410,1,"Data Analyst","sql"
2233,J007415,1,"Data Analyst","sql"
2234,J007417,1,"Data Analyst","sql"
2235,J007431,1,"Data Analyst","sql"
2236,J007433,1,"Data Scientist","sql"
2237,J007436,1,"Data Scientist","sql"
2238,J007437,1,"Data Analyst","sql"
2239,J007440,1,"Data Analyst","sql"
2240,J007445,1,"Data Analyst","sql"
2241,J007449,1,"Data Analyst","sql"
2242,J007458,1,"Data Scientist","sql"
2243,J007459,1,"Data Analyst","sql"
2244,J007461,1,"Data Analyst","sql"
2245,J007462,1,"Data Analyst","sql"
2246,J007472,1,"Data Analyst","sql"
2247,J007474,1,"Data Analyst","sql"
2248,J007475,1,"Data Scientist","sql"
2249,J007479,1,"Data Analyst","sql"
2250,J007480,1,"Data Scientist","sql"
2251,J007486,1,"Data Analyst","sql"
2252,J007489,1,"Data Scientist","sql"
2253,J007499,1,"Data Analyst","sql"
2254,J007501,1,"Data Analyst","sql"
2255,J007506,1,"Data Analyst","sql"
2256,J007509,1,"Data Analyst","sql"
2257,J007510,1,"Data Analyst","sql"
2258,J007512,1,"Data Scientist","sql"
2259,J007514,1,"Data Scientist","sql"
2260,J007515,1,"Data Analyst","sql"
2261,J007517,1,"Data Scientist","sql"
2262,J007521,1,"Data Analyst","sql"
2263,J007523,1,"Data Analyst","sql"
2264,J007528,1,"Data Analyst","sql"
2265,J007529,1,"Data Analyst","sql"
2266,J007531,1,"Data Analyst","sql"
2267,J007534,1,"Data Scientist","sql"
2268,J007538,1,"Data Analyst","sql"
2269,J007543,1,"Data Scientist","sql"
2270,J007545,1,"Data Scientist","sql"
2271,J007551,1,"Data Analyst","sql"
2272,J007553,1,"Data Analyst","sql"
2273,J007554,1,"Data Analyst","sql"
2274,J007559,1,"Data Analyst","sql"
2275,J007560,1,"Data Scientist","sql"
2276,J007570,1,"Data Analyst","sql"
2277,J007571,1,"Data Scientist","sql"
2278,J007573,1,"Data Analyst","sql"
2279,J007576,1,"Data Analyst","sql"
2280,J007584,1,"Data Analyst","sql"
2281,J007585,1,"Data Analyst","sql"
2282,J007587,1,"Data Scientist","sql"
2283,J007589,1,"Data Scientist","sql"
2284,J007591,1,"Data Analyst","sql"
2285,J007596,1,"Data Analyst","sql"
2286,J007597,1,"Data Scientist","sql"
2287,J007599,1,"Data Analyst","sql"
2288,J007600,1,"Data Scientist","sql"
2289,J007601,1,"Data Analyst","sql"
2290,J007602,1,"Data Analyst","sql"
2291,J007605,1,"Data Scientist","sql"
2292,J007606,1,"Data Analyst","sql"
2293,J007608,1,"Data Scientist","sql"
2294,J007611,1,"Data Scientist","sql"
2295,J007615,1,"Data Analyst","sql"
2296,J007617,1,"Data Analyst","sql"
2297,J007618,1,"Data Scientist","sql"
2298,J007619,1,"Data Scientist","sql"
2299,J007624,1,"Data Scientist","sql"
2300,J007627,1,"Data Scientist","sql"
2301,J007629,1,"Data Analyst","sql"
2302,J007631,1,"Data Scientist","sql"
2303,J007632,1,"Data Analyst","sql"
2304,J007636,1,"Data Analyst","sql"
2305,J007637,1,"Data Scientist","sql"
2306,J007640,1,"Data Scientist","sql"
2307,J007646,1,"Data Scientist","sql"
2308,J007652,1,"Data Analyst","sql"
2309,J007658,1,"Data Scientist","sql"
2310,J007659,1,"Data Analyst","sql"
2311,J007662,1,"Data Scientist","sql"
2312,J007665,1,"Data Scientist","sql"
2313,J007668,1,"Data Scientist","sql"
2314,J007672,1,"Data Analyst","sql"
2315,J007677,1,"Data Analyst","sql"
2316,J007678,1,"Data Scientist","sql"
2317,J007689,1,"Data Analyst","sql"
2318,J007692,1,"Data Scientist","sql"
2319,J007693,1,"Data Scientist","sql"
2320,J007695,1,"Data Scientist","sql"
2321,J007699,1,"Data Scientist","sql"
2322,J007700,1,"Data Scientist","sql"
2323,J007702,1,"Data Scientist","sql"
2324,J007709,1,"Data Scientist","sql"
2325,J007714,1,"Data Scientist","sql"
2326,J007720,1,"Data Analyst","sql"
2327,J007721,1,"Data Scientist","sql"
2328,J007724,1,"Data Analyst","sql"
2329,J007728,1,"Data Analyst","sql"
2330,J007742,1,"Data Analyst","sql"
2331,J007752,1,"Data Analyst","sql"
2332,J007754,1,"Data Analyst","sql"
2333,J007755,1,"Data Analyst","sql"
2334,J007759,1,"Data Scientist","sql"
2335,J007760,1,"Data Analyst","sql"
2336,J007765,1,"Data Analyst","sql"
2337,J007770,1,"Data Analyst","sql"
2338,J007772,1,"Data Scientist","sql"
2339,J007779,1,"Data Scientist","sql"
2340,J007781,1,"Data Analyst","sql"
2341,J007783,1,"Data Analyst","sql"
2342,J007784,1,"Data Scientist","sql"
2343,J007788,1,"Data Analyst","sql"
2344,J007793,1,"Data Analyst","sql"
2345,J007797,1,"Data Analyst","sql"
2346,J007799,1,"Data Scientist","sql"
2347,J007803,1,"Data Scientist","sql"
2348,J007812,1,"Data Scientist","sql"
2349,J007816,1,"Data Analyst","sql"
2350,J007819,1,"Data Analyst","sql"
2351,J007820,1,"Data Scientist","sql"
2352,J007822,1,"Data Analyst","sql"
2353,J007823,1,"Data Analyst","sql"
2354,J007827,1,"Data Scientist","sql"
2355,J007832,1,"Data Analyst","sql"
2356,J007835,1,"Data Scientist","sql"
2357,J007838,1,"Data Scientist","sql"
2358,J007842,1,"Data Scientist","sql"
2359,J007846,1,"Data Analyst","sql"
2360,J007848,1,"Data Analyst","sql"
2361,J007850,1,"Data Analyst","sql"
2362,J007851,1,"Data Analyst","sql"
2363,J007853,1,"Data Analyst","sql"
2364,J007855,1,"Data Scientist","sql"
2365,J007857,1,"Data Scientist","sql"
2366,J007859,1,"Data Analyst","sql"
2367,J007860,1,"Data Analyst","sql"
2368,J007864,1,"Data Scientist","sql"
2369,J007865,1,"Data Scientist","sql"
2370,J007866,1,"Data Analyst","sql"
2371,J007870,1,"Data Scientist","sql"
2372,J007875,1,"Data Scientist","sql"
2373,J007876,1,"Data Analyst","sql"
2374,J007877,1,"Data Scientist","sql"
2375,J007889,1,"Data Scientist","sql"
2376,J007891,1,"Data Scientist","sql"
2377,J007893,1,"Data Scientist","sql"
2378,J007897,1,"Data Scientist","sql"
2379,J007906,1,"Data Scientist","sql"
2380,J007908,1,"Data Scientist","sql"
2381,J007909,1,"Data Scientist","sql"
2382,J007913,1,"Data Scientist","sql"
2383,J007914,1,"Data Analyst","sql"
2384,J007924,1,"Data Scientist","sql"
2385,J007929,1,"Data Analyst","sql"
2386,J007930,1,"Data Analyst","sql"
2387,J007941,1,"Data Scientist","sql"
2388,J007942,1,"Data Analyst","sql"
2389,J007947,1,"Data Scientist","sql"
2390,J007951,1,"Data Scientist","sql"
2391,J007952,1,"Data Scientist","sql"
2392,J007957,1,"Data Scientist","sql"
2393,J007963,1,"Data Scientist","sql"
2394,J007965,1,"Data Analyst","sql"
2395,J007967,1,"Data Analyst","sql"
2396,J007971,1,"Data Analyst","sql"
2397,J007975,1,"Data Analyst","sql"
2398,J007977,1,"Data Scientist","sql"
2399,J007979,1,"Data Scientist","sql"
2400,J007980,1,"Data Analyst","sql"
2401,J007982,1,"Data Analyst","sql"
2402,J007983,1,"Data Scientist","sql"
2403,J007988,1,"Data Scientist","sql"
2404,J007990,1,"Data Analyst","sql"
2405,J007991,1,"Data Analyst","sql"
2406,J007992,1,"Data Analyst","sql"
2407,J007996,1,"Data Analyst","sql"
2408,J008001,1,"Data Analyst","sql"
2409,J008003,1,"Data Scientist","sql"
2410,J008004,1,"Data Analyst","sql"
2411,J008009,1,"Data Scientist","sql"
2412,J008010,1,"Data Analyst","sql"
2413,J008012,1,"Data Scientist","sql"
2414,J008015,1,"Data Analyst","sql"
2415,J008017,1,"Data Scientist","sql"
2416,J008019,1,"Data Scientist","sql"
2417,J008020,1,"Data Analyst","sql"
2418,J008025,1,"Data Scientist","sql"
2419,J008027,1,"Data Analyst","sql"
2420,J008036,1,"Data Analyst","sql"
2421,J008045,1,"Data Analyst","sql"
2422,J008051,1,"Data Analyst","sql"
2423,J008057,1,"Data Analyst","sql"
2424,J008058,1,"Data Scientist","sql"
2425,J008066,1,"Data Scientist","sql"
2426,J008075,1,"Data Scientist","sql"
2427,J008079,1,"Data Analyst","sql"
2428,J008080,1,"Data Analyst","sql"
2429,J008088,1,"Data Scientist","sql"
2430,J008096,1,"Data Analyst","sql"
2431,J008097,1,"Data Scientist","sql"
2432,J008100,1,"Data Analyst","sql"
2433,J008101,1,"Data Scientist","sql"
2434,J008102,1,"Data Scientist","sql"
2435,J008108,1,"Data Scientist","sql"
2436,J008116,1,"Data Scientist","sql"
2437,J008117,1,"Data Scientist","sql"
2438,J008124,1,"Data Analyst","sql"
2439,J008126,1,"Data Analyst","sql"
2440,J008130,1,"Data Scientist","sql"
2441,J008135,1,"Data Analyst","sql"
2442,J008138,1,"Data Scientist","sql"
2443,J008141,1,"Data Scientist","sql"
2444,J008149,1,"Data Scientist","sql"
2445,J008157,1,"Data Analyst","sql"
2446,J008158,1,"Data Analyst","sql"
2447,J008161,1,"Data Scientist","sql"
2448,J008165,1,"Data Analyst","sql"
2449,J008166,1,"Data Analyst","sql"
2450,J008167,1,"Data Scientist","sql"
2451,J008171,1,"Data Analyst","sql"
2452,J008173,1,"Data Analyst","sql"
2453,J008177,1,"Data Analyst","sql"
2454,J008180,1,"Data Scientist","sql"
2455,J008181,1,"Data Analyst","sql"
2456,J008188,1,"Data Scientist","sql"
2457,J008192,1,"Data Analyst","sql"
2458,J008198,1,"Data Analyst","sql"
2459,J008203,1,"Data Analyst","sql"
2460,J008204,1,"Data Scientist","sql"
2461,J008206,1,"Data Analyst","sql"
2462,J008209,1,"Data Scientist","sql"
2463,J008210,1,"Data Scientist","sql"
2464,J008216,1,"Data Analyst","sql"
2465,J008217,1,"Data Scientist","sql"
2466,J008220,1,"Data Scientist","sql"
2467,J008223,1,"Data Scientist","sql"
2468,J008226,1,"Data Scientist","sql"
2469,J008229,1,"Data Analyst","sql"
2470,J008232,1,"Data Scientist","sql"
2471,J008235,1,"Data Scientist","sql"
2472,J008239,1,"Data Analyst","sql"
2473,J008246,1,"Data Scientist","sql"
2474,J008250,1,"Data Scientist","sql"
2475,J008252,1,"Data Analyst","sql"
2476,J008261,1,"Data Analyst","sql"
2477,J008262,1,"Data Analyst","sql"
2478,J008263,1,"Data Scientist","sql"
2479,J008274,1,"Data Analyst","sql"
2480,J008278,1,"Data Analyst","sql"
2481,J008279,1,"Data Analyst","sql"
2482,J008280,1,"Data Scientist","sql"
2483,J008283,1,"Data Scientist","sql"
2484,J008287,1,"Data Scientist","sql"
2485,J008294,1,"Data Scientist","sql"
2486,J008299,1,"Data Scientist","sql"
2487,J008302,1,"Data Analyst","sql"
2488,J008313,1,"Data Analyst","sql"
2489,J008320,1,"Data Scientist","sql"
2490,J008323,1,"Data Scientist","sql"
2491,J008324,1,"Data Scientist","sql"
2492,J008326,1,"Data Analyst","sql"
2493,J008331,1,"Data Scientist","sql"
2494,J008333,1,"Data Analyst","sql"
2495,J008336,1,"Data Scientist","sql"
2496,J008339,1,"Data Analyst","sql"
2497,J008348,1,"Data Analyst","sql"
2498,J008350,1,"Data Scientist","sql"
2499,J008352,1,"Data Analyst","sql"
2500,J008353,1,"Data Analyst","sql"
2501,J008354,1,"Data Analyst","sql"
2502,J008357,1,"Data Scientist","sql"
2503,J008358,1,"Data Scientist","sql"
2504,J008360,1,"Data Analyst","sql"
2505,J008364,1,"Data Analyst","sql"
2506,J008366,1,"Data Scientist","sql"
2507,J008371,1,"Data Scientist","sql"
2508,J008374,1,"Data Analyst","sql"
2509,J008375,1,"Data Analyst","sql"
2510,J008376,1,"Data Analyst","sql"
2511,J008379,1,"Data Scientist","sql"
2512,J008381,1,"Data Scientist","sql"
2513,J008384,1,"Data Scientist","sql"
2514,J008386,1,"Data Analyst","sql"
2515,J008388,1,"Data Analyst","sql"
2516,J008392,1,"Data Scientist","sql"
2517,J008400,1,"Data Analyst","sql"
2518,J008404,1,"Data Scientist","sql"
2519,J008406,1,"Data Scientist","sql"
2520,J008411,1,"Data Analyst","sql"
2521,J008415,1,"Data Analyst","sql"
2522,J008416,1,"Data Analyst","sql"
2523,J008417,1,"Data Scientist","sql"
2524,J008419,1,"Data Scientist","sql"
2525,J008421,1,"Data Scientist","sql"
2526,J008424,1,"Data Analyst","sql"
2527,J008427,1,"Data Analyst","sql"
2528,J008432,1,"Data Analyst","sql"
2529,J008433,1,"Data Scientist","sql"
2530,J008442,1,"Data Scientist","sql"
2531,J008443,1,"Data Analyst","sql"
2532,J008444,1,"Data Scientist","sql"
2533,J008445,1,"Data Analyst","sql"
2534,J008449,1,"Data Analyst","sql"
2535,J008453,1,"Data Scientist","sql"
2536,J008455,1,"Data Analyst","sql"
2537,J008458,1,"Data Scientist","sql"
2538,J008464,1,"Data Scientist","sql"
2539,J008468,1,"Data Analyst","sql"
2540,J008469,1,"Data Analyst","sql"
2541,J008472,1,"Data Analyst","sql"
2542,J008475,1,"Data Analyst","sql"
2543,J008478,1,"Data Scientist","sql"
2544,J008479,1,"Data Analyst","sql"
2545,J008480,1,"Data Scientist","sql"
2546,J008481,1,"Data Scientist","sql"
2547,J008487,1,"Data Analyst","sql"
2548,J008490,1,"Data Scientist","sql"
2549,J008493,1,"Data Scientist","sql"
2550,J008497,1,"Data Scientist","sql"
2551,J008502,1,"Data Analyst","sql"
2552,J008510,1,"Data Analyst","sql"
2553,J008511,1,"Data Scientist","sql"
2554,J008514,1,"Data Scientist","sql"
2555,J008516,1,"Data Analyst","sql"
2556,J008522,1,"Data Analyst","sql"
2557,J008527,1,"Data Analyst","sql"
2558,J008530,1,"Data Analyst","sql"
2559,J008534,1,"Data Analyst","sql"
2560,J008535,1,"Data Scientist","sql"
2561,J008539,1,"Data Scientist","sql"
2562,J008550,1,"Data Scientist","sql"
2563,J008555,1,"Data Analyst","sql"
2564,J008562,1,"Data Scientist","sql"
2565,J008566,1,"Data Analyst","sql"
2566,J008572,1,"Data Analyst","sql"
2567,J008575,1,"Data Scientist","sql"
2568,J008583,1,"Data Scientist","sql"
2569,J008586,1,"Data Analyst","sql"
2570,J008591,1,"Data Scientist","sql"
2571,J008595,1,"Data Analyst","sql"
2572,J008596,1,"Data Analyst","sql"
2573,J008597,1,"Data Scientist","sql"
2574,J008599,1,"Data Analyst","sql"
2575,J008604,1,"Data Scientist","sql"
2576,J008620,1,"Data Scientist","sql"
2577,J008624,1,"Data Scientist","sql"
2578,J008627,1,"Data Analyst","sql"
2579,J008628,1,"Data Scientist","sql"
2580,J008633,1,"Data Scientist","sql"
2581,J008634,1,"Data Analyst","sql"
2582,J008636,1,"Data Scientist","sql"
2583,J008638,1,"Data Scientist","sql"
2584,J008639,1,"Data Scientist","sql"
2585,J008646,1,"Data Analyst","sql"
2586,J008649,1,"Data Scientist","sql"
2587,J008651,1,"Data Scientist","sql"
2588,J008653,1,"Data Analyst","sql"
2589,J008656,1,"Data Scientist","sql"
2590,J008658,1,"Data Scientist","sql"
2591,J008661,1,"Data Analyst","sql"
2592,J008662,1,"Data Analyst","sql"
2593,J008663,1,"Data Scientist","sql"
2594,J008664,1,"Data Scientist","sql"
2595,J008668,1,"Data Analyst","sql"
2596,J008670,1,"Data Scientist","sql"
2597,J008673,1,"Data Scientist","sql"
2598,J008676,1,"Data Scientist","sql"
2599,J008678,1,"Data Scientist","sql"
2600,J008679,1,"Data Scientist","sql"
2601,J008680,1,"Data Analyst","sql"
2602,J008685,1,"Data Analyst","sql"
2603,J008687,1,"Data Scientist","sql"
2604,J008688,1,"Data Scientist","sql"
2605,J008689,1,"Data Analyst","sql"
2606,J008691,1,"Data Scientist","sql"
2607,J008693,1,"Data Analyst","sql"
2608,J008695,1,"Data Scientist","sql"
2609,J008698,1,"Data Analyst","sql"
2610,J008700,1,"Data Scientist","sql"
2611,J008701,1,"Data Scientist","sql"
2612,J008702,1,"Data Scientist","sql"
2613,J008707,1,"Data Analyst","sql"
2614,J008708,1,"Data Scientist","sql"
2615,J008710,1,"Data Analyst","sql"
2616,J008713,1,"Data Scientist","sql"
2617,J008716,1,"Data Scientist","sql"
2618,J008718,1,"Data Analyst","sql"
2619,J008736,1,"Data Scientist","sql"
2620,J008737,1,"Data Analyst","sql"
2621,J008739,1,"Data Scientist","sql"
2622,J008740,1,"Data Scientist","sql"
2623,J008748,1,"Data Scientist","sql"
2624,J008764,1,"Data Analyst","sql"
2625,J008769,1,"Data Scientist","sql"
2626,J008773,1,"Data Scientist","sql"
2627,J008775,1,"Data Scientist","sql"
2628,J008785,1,"Data Analyst","sql"
2629,J008787,1,"Data Analyst","sql"
2630,J008795,1,"Data Analyst","sql"
2631,J008799,1,"Data Scientist","sql"
2632,J008806,1,"Data Scientist","sql"
2633,J008807,1,"Data Scientist","sql"
2634,J008809,1,"Data Analyst","sql"
2635,J008818,1,"Data Analyst","sql"
2636,J008821,1,"Data Analyst","sql"
2637,J008829,1,"Data Scientist","sql"
2638,J008833,1,"Data Analyst","sql"
2639,J008840,1,"Data Scientist","sql"
2640,J008841,1,"Data Analyst","sql"
2641,J008842,1,"Data Analyst","sql"
2642,J008846,1,"Data Analyst","sql"
2643,J008850,1,"Data Scientist","sql"
2644,J008855,1,"Data Analyst","sql"
2645,J008857,1,"Data Analyst","sql"
2646,J008859,1,"Data Analyst","sql"
2647,J008860,1,"Data Analyst","sql"
2648,J008862,1,"Data Scientist","sql"
2649,J008865,1,"Data Analyst","sql"
2650,J008867,1,"Data Scientist","sql"
2651,J008869,1,"Data Analyst","sql"
2652,J008873,1,"Data Analyst","sql"
2653,J008878,1,"Data Scientist","sql"
2654,J008879,1,"Data Analyst","sql"
2655,J008886,1,"Data Analyst","sql"
2656,J008893,1,"Data Scientist","sql"
2657,J008898,1,"Data Scientist","sql"
2658,J008909,1,"Data Scientist","sql"
2659,J008912,1,"Data Scientist","sql"
2660,J008914,1,"Data Scientist","sql"
2661,J008915,1,"Data Scientist","sql"
2662,J008916,1,"Data Analyst","sql"
2663,J008921,1,"Data Scientist","sql"
2664,J008928,1,"Data Analyst","sql"
2665,J008929,1,"Data Analyst","sql"
2666,J008932,1,"Data Scientist","sql"
2667,J008934,1,"Data Analyst","sql"
2668,J008935,1,"Data Analyst","sql"
2669,J008936,1,"Data Scientist","sql"
2670,J008943,1,"Data Scientist","sql"
2671,J008944,1,"Data Analyst","sql"
2672,J008948,1,"Data Analyst","sql"
2673,J008950,1,"Data Analyst","sql"
2674,J008955,1,"Data Analyst","sql"
2675,J008959,1,"Data Scientist","sql"
2676,J008966,1,"Data Analyst","sql"
2677,J008967,1,"Data Analyst","sql"
2678,J008969,1,"Data Scientist","sql"
2679,J008979,1,"Data Scientist","sql"
2680,J008982,1,"Data Analyst","sql"
2681,J008984,1,"Data Analyst","sql"
2682,J008985,1,"Data Analyst","sql"
2683,J008986,1,"Data Analyst","sql"
2684,J008987,1,"Data Analyst","sql"
2685,J008988,1,"Data Analyst","sql"
2686,J008989,1,"Data Analyst","sql"
2687,J008993,1,"Data Scientist","sql"
2688,J008995,1,"Data Analyst","sql"
2689,J008996,1,"Data Analyst","sql"
2690,J008998,1,"Data Analyst","sql"
2691,J009011,1,"Data Analyst","sql"
2692,J009016,1,"Data Scientist","sql"
2693,J009019,1,"Data Scientist","sql"
2694,J009022,1,"Data Scientist","sql"
2695,J009027,1,"Data Scientist","sql"
2696,J009028,1,"Data Analyst","sql"
2697,J009032,1,"Data Scientist","sql"
2698,J009035,1,"Data Analyst","sql"
2699,J009036,1,"Data Analyst","sql"
2700,J009037,1,"Data Analyst","sql"
2701,J009041,1,"Data Analyst","sql"
2702,J009044,1,"Data Scientist","sql"
2703,J009045,1,"Data Analyst","sql"
2704,J009047,1,"Data Analyst","sql"
2705,J009048,1,"Data Scientist","sql"
2706,J009050,1,"Data Scientist","sql"
2707,J009054,1,"Data Analyst","sql"
2708,J009056,1,"Data Scientist","sql"
