ResumeID,Cleaned_Skills
R008411,"Excel, Tableau, Data Cleaning, Reporting"
R008412,"Agile, Git, Java, System Design, Spring Boot"
R008413,"Git, REST APIs, Java, Agile, Docker, Spring Boot"
R008414,"Agile, User Stories, Scrum, Stakeholder Management"
R008415,"Tableau, Data Cleaning, Excel, SQL"
R008416,"Power BI, Tableau, SQL, Data Cleaning"
R008417,"Python, Machine Learning, Deep Learning, Pandas"
R008418,"Computer Vision, Cloud, Python, TensorFlow, PyTorch"
R008419,"Python, Machine Learning, NLP"
R008420,"Spring Boot, Agile, REST APIs, Git"
R008421,"NLP, Statistics, Deep Learning, Python"
R008422,"Deep Learning, Machine Learning"
R008423,"Cloud, PyTorch, Python"
R008424,"Reporting, Excel"
R008425,"Agile, Product Roadmap, User Stories"
R008426,Git
R008427,"Reporting, SQL, Power BI"
R008428,"Scrum, Agile, Stakeholder Management"
R008429,"PyTorch, Python, Computer Vision"
R008430,"Agile, Docker, REST APIs"
R008431,"Java, Agile, Spring Boot, System Design, Git"
R008432,"Power BI, Excel, Data Cleaning, Reporting, Tableau"
R008433,"Pandas, SQL, Machine Learning, Statistics, Python, NLP"
R008434,"NLP, Python, SQL, Machine Learning, Deep Learning"
R008435,"System Design, Spring Boot"
R008436,"Cloud, TensorFlow, Computer Vision"
R008437,"Agile, Java"
R008438,"Product Roadmap, User Stories"
R008439,"TensorFlow, MLOps, PyTorch, Python, Cloud"
R008440,"Excel, SQL"
R008441,"User Stories, Product Roadmap, Scrum, Stakeholder Management"
R008442,"SQL, NLP, Deep Learning, Machine Learning"
R008443,"Data Cleaning, Reporting, Excel"
R008444,"Python, SQL, NLP, Machine Learning"
R008445,"Data Cleaning, SQL, Excel, Reporting"
R008446,"PyTorch, Computer Vision, Python, Cloud"
R008447,"Agile, REST APIs, Docker, System Design"
R008448,Python
R008449,"Excel, Reporting"
R008450,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
R008451,"Computer Vision, Keras, TensorFlow, Python"
R008452,"Data Cleaning, SQL, Power BI, Reporting, Excel"
R008453,"Machine Learning, NLP, Pandas, Python, Deep Learning"
R008454,"Reporting, Data Cleaning, Tableau, Excel"
R008455,"SQL, Data Cleaning, Power BI, Tableau, Reporting"
R008456,"PyTorch, TensorFlow, Cloud, Computer Vision, Keras"
R008457,"Statistics, Python"
R008458,"Pandas, Python, Deep Learning, NLP, Statistics"
R008459,"Python, NLP, SQL, Deep Learning, Pandas"
R008460,"Data Cleaning, SQL, Tableau, Power BI"
R008461,"Java, Spring Boot, System Design, REST APIs, Agile"
R008462,"Python, Keras, Computer Vision"
R008463,"System Design, Git, REST APIs"
R008464,"SQL, Statistics, Deep Learning, Python"
R008465,"Keras, TensorFlow, PyTorch"
R008466,"REST APIs, System Design, Spring Boot, Agile, Git, Java"
R008467,"User Stories, Product Roadmap, Stakeholder Management, Scrum"
R008468,"Reporting, SQL, Excel, Tableau, Power BI"
R008469,"SQL, Data Cleaning, Power BI, Excel, Reporting"
R008470,"Product Roadmap, Scrum, Stakeholder Management"
R008471,"Agile, Scrum, Product Roadmap"
R008472,"Excel, Power BI, SQL, Data Cleaning"
R008473,"PyTorch, Python, MLOps, Computer Vision, Keras, TensorFlow, Cloud"
R008474,"System Design, Git, Spring Boot"
R008475,"Tableau, Data Cleaning, SQL, Power BI"
R008476,"Power BI, Excel, SQL, Reporting"
R008477,"Java, Spring Boot, Git, Agile, Docker, REST APIs"
R008478,"Python, Statistics, SQL, Machine Learning, Deep Learning, Pandas"
R008479,"Excel, SQL, Tableau"
R008480,"Machine Learning, Pandas, SQL, Deep Learning"
R008481,"NLP, Deep Learning, Statistics"
R008482,REST APIs
R008483,"Java, Agile, Docker, Git, REST APIs, System Design"
R008484,"REST APIs, Git, Spring Boot"
R008485,"Pandas, Machine Learning, SQL, Deep Learning"
R008486,"Pandas, Machine Learning, Python, Deep Learning, Statistics"
R008487,"SQL, Data Cleaning, Excel"
R008488,"SQL, Data Cleaning, Reporting, Power BI, Tableau"
R008489,"Scrum, Agile, Stakeholder Management, Product Roadmap"
R008490,"Deep Learning, NLP, Python, Machine Learning"
R008491,"Python, Cloud, TensorFlow, MLOps, Keras, PyTorch"
R008492,"Tableau, Excel"
R008493,Statistics
R008494,"TensorFlow, Python, MLOps, PyTorch"
R008495,"MLOps, Python, Computer Vision, TensorFlow, Keras"
R008496,"MLOps, TensorFlow"
R008497,"Pandas, Deep Learning, Python"
R008498,"PyTorch, Cloud, Python, Keras, Computer Vision"
R008499,"System Design, Java, Spring Boot, Git, Docker"
R008500,"Agile, Spring Boot, System Design, REST APIs, Git"
R008501,"MLOps, Python, Cloud, Keras, TensorFlow"
R008502,"Tableau, Data Cleaning, Power BI, SQL"
R008503,"Agile, Java, REST APIs, Spring Boot, Docker"
R008504,"Keras, TensorFlow, Python, Computer Vision, MLOps"
R008505,"PyTorch, Keras, MLOps, Computer Vision"
R008506,"Agile, Spring Boot"
R008507,"Stakeholder Management, Product Roadmap, User Stories, Agile, Scrum"
R008508,"TensorFlow, PyTorch, Cloud"
R008509,"Agile, Stakeholder Management, Product Roadmap"
R008510,"Excel, SQL"
R008511,SQL
R008512,"PyTorch, Keras, MLOps, TensorFlow, Cloud"
R008513,"PyTorch, Computer Vision, MLOps"
R008514,"Deep Learning, Statistics, Machine Learning, Python, NLP, SQL"
R008515,Excel
R008516,"Reporting, SQL, Power BI, Data Cleaning, Excel"
R008517,"Stakeholder Management, Scrum, Product Roadmap, Agile"
R008518,"Spring Boot, System Design, REST APIs, Java, Docker"
R008519,"Spring Boot, REST APIs, Docker, Java, System Design"
R008520,"Cloud, Computer Vision, MLOps, Keras"
R008521,"Git, Java, REST APIs, Agile"
R008522,"Excel, Reporting, Power BI, Data Cleaning"
R008523,"Keras, TensorFlow, PyTorch, Cloud, Python, Computer Vision"
R008524,"Stakeholder Management, User Stories"
R008525,"User Stories, Stakeholder Management"
R008526,"Data Cleaning, SQL, Reporting, Power BI"
R008527,"Excel, Reporting"
R008528,"Spring Boot, Java, REST APIs, Docker"
R008529,"Cloud, Keras, Python"
R008530,"SQL, Reporting, Tableau, Data Cleaning"
R008531,"Java, Spring Boot"
R008532,"System Design, Java"
R008533,"Agile, System Design, Git, Java, Spring Boot"
R008534,"Power BI, Excel, Data Cleaning, Reporting"
R008535,"Deep Learning, NLP, Python, Machine Learning, Pandas, SQL"
R008536,"Keras, MLOps, TensorFlow, Python, PyTorch"
R008537,"Java, System Design, Agile, Spring Boot, Docker"
R008538,"Agile, Stakeholder Management, Product Roadmap"
R008539,"Python, SQL, Pandas, Machine Learning, Statistics"
R008540,"Statistics, SQL, Machine Learning"
R008541,Java
R008542,"Pandas, NLP, Machine Learning"
R008543,SQL
R008544,"Java, REST APIs, Spring Boot"
R008545,"TensorFlow, Python, Keras, PyTorch, Computer Vision, Cloud, MLOps"
R008546,"Product Roadmap, Stakeholder Management, User Stories, Agile"
R008547,"Product Roadmap, Agile, Scrum, Stakeholder Management, User Stories"
R008548,"Excel, Data Cleaning, Tableau, Power BI, Reporting"
R008549,"REST APIs, Git, Java"
R008550,"Deep Learning, Pandas, Statistics, Machine Learning, SQL"
R008551,"Java, Git, System Design, Docker, Agile, REST APIs"
R008552,"Cloud, Computer Vision, MLOps, Python, Keras"
R008553,"Java, Git, System Design, Docker"
R008554,"Computer Vision, Keras, TensorFlow, Cloud"
R008555,"Tableau, Reporting, Excel, Data Cleaning, SQL"
R008556,"TensorFlow, MLOps, Keras, Python, PyTorch"
R008557,"NLP, Python, SQL"
R008558,"Computer Vision, Cloud, Python"
R008559,NLP
R008560,"Product Roadmap, User Stories, Scrum"
R008561,Cloud
R008562,"Python, SQL"
R008563,"Java, REST APIs, System Design, Spring Boot, Git"
R008564,"User Stories, Agile, Stakeholder Management, Product Roadmap"
R008565,"User Stories, Product Roadmap, Stakeholder Management, Scrum"
R008566,"SQL, Reporting"
R008567,"Python, TensorFlow, PyTorch, MLOps, Computer Vision"
R008568,"Data Cleaning, Reporting, Tableau, SQL, Excel"
R008569,"TensorFlow, Cloud, Python, Keras, PyTorch"
R008570,"Computer Vision, PyTorch, MLOps, TensorFlow"
R008571,"REST APIs, Spring Boot, Docker, Git"
R008572,"SQL, Data Cleaning, Power BI, Tableau, Reporting"
R008573,TensorFlow
R008574,"SQL, Data Cleaning, Excel, Reporting"
R008575,"Pandas, SQL, Deep Learning, Statistics, Machine Learning, Python"
R008576,"Statistics, Deep Learning, NLP"
R008577,"Agile, Product Roadmap, Scrum, Stakeholder Management, User Stories"
R008578,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
R008579,"Product Roadmap, User Stories, Scrum, Agile"
R008580,"Java, Docker, REST APIs, Spring Boot, Agile"
R008581,Keras
R008582,"MLOps, Cloud, TensorFlow, PyTorch, Keras"
R008583,"Python, Statistics, NLP, SQL, Pandas, Machine Learning"
R008584,"REST APIs, Docker, Agile, Java"
R008585,"Python, NLP, Pandas, Deep Learning"
R008586,"Excel, Reporting, Power BI, SQL"
R008587,"Agile, Scrum, Stakeholder Management, Product Roadmap, User Stories"
R008588,"Scrum, Product Roadmap, Stakeholder Management, Agile"
R008589,"Java, Git, Docker, Spring Boot, REST APIs"
R008590,"Computer Vision, Keras, PyTorch"
R008591,"Python, Pandas"
R008592,"Agile, Stakeholder Management"
R008593,"SQL, Deep Learning, Python, Statistics"
R008594,"Docker, Git, Agile, Java"
R008595,SQL
R008596,"Tableau, Data Cleaning"
R008597,"Machine Learning, SQL, Python, Statistics, American, Deep Learning, Pandas"
R008598,"Java, Docker, Git, REST APIs, Agile"
R008599,"Reporting, Data Cleaning"
R008600,"MLOps, TensorFlow, PyTorch, Python, Cloud, Computer Vision, Keras"
R008601,"User Stories, Agile, Product Roadmap"
R008602,"Python, PyTorch, MLOps, Keras"
R008603,"Computer Vision, Python, Cloud, MLOps, Keras, TensorFlow"
R008604,NLP
R008605,Agile
R008606,"Cloud, TensorFlow, Computer Vision, Keras"
R008607,"PyTorch, Keras, Computer Vision, MLOps, Cloud"
R008608,"Agile, Scrum, Product Roadmap, Stakeholder Management"
R008609,"System Design, Git"
R008610,"User Stories, Stakeholder Management, Product Roadmap"
R008611,"Product Roadmap, Scrum, Stakeholder Management, User Stories, Agile"
R008612,"Docker, System Design, Spring Boot"
R008613,"Stakeholder Management, Product Roadmap"
R008614,"REST APIs, Spring Boot, System Design, Java"
R008615,"Agile, User Stories, Product Roadmap"
R008616,"Keras, PyTorch"
R008617,"Java, REST APIs, System Design"
R008618,"Stakeholder Management, Scrum, User Stories, Agile"
R008619,"User Stories, Product Roadmap, Scrum"
R008620,"Deep Learning, Python, SQL, NLP"
R008621,"Product Roadmap, User Stories"
R008622,"Product Roadmap, Agile, Scrum, User Stories"
R008623,"Python, PyTorch, TensorFlow"
R008624,"NLP, Deep Learning, Python, Statistics"
R008625,"Spring Boot, Agile, System Design, REST APIs"
R008626,"PyTorch, Computer Vision"
R008627,"Tableau, Data Cleaning, Excel"
R008628,"Deep Learning, Pandas, Machine Learning, NLP, Statistics"
R008629,"Scrum, Stakeholder Management, Product Roadmap, User Stories"
R008630,"Agile, Product Roadmap, Stakeholder Management, Scrum"
R008631,"TensorFlow, MLOps, Computer Vision, PyTorch"
R008632,"Stakeholder Management, Agile, User Stories, Product Roadmap, Scrum"
R008633,"Pandas, SQL, NLP, Machine Learning"
R008634,Power BI
R008635,"TensorFlow, Cloud, Keras"
R008636,Statistics
R008637,"Docker, System Design, Agile, Java, Git"
R008638,"Python, Machine Learning, Pandas, Deep Learning, SQL"
R008639,"Statistics, Machine Learning, Pandas, Python"
R008640,"Product Roadmap, PM, User Stories"
R008641,"Data Cleaning, Tableau"
R008642,"Computer Vision, TensorFlow, Keras"
R008643,"Docker, REST APIs, System Design, Git"
R008644,"Java, Git, System Design, Agile"
R008645,"Docker, Git, Spring Boot, Agile"
R008646,"Reporting, SQL, Data Cleaning, Tableau, Power BI"
R008647,"SQL, Deep Learning, NLP, Python, Statistics, Pandas, Machine Learning"
R008648,"TensorFlow, MLOps, Computer Vision"
R008649,"Statistics, SQL, Pandas, Machine Learning, Deep Learning"
R008650,"Docker, Agile"
R008651,"Python, NLP, Deep Learning, Pandas, Statistics"
R008652,"NLP, SQL"
R008653,"Excel, Data Cleaning"
R008654,"User Stories, Scrum, Product Roadmap"
R008655,"TensorFlow, Cloud, Python, MLOps, Keras"
R008656,"Python, Pandas, Machine Learning, SQL"
R008657,"Cloud, PyTorch, Computer Vision, TensorFlow, Keras"
R008658,"Deep Learning, Python"
R008659,"Stakeholder Management, Scrum, Agile, Product Roadmap"
R008660,"MLOps, Python, PyTorch, Keras"
R008661,"SQL, Reporting"
R008662,"SQL, Power BI"
R008663,"Statistics, NLP, Deep Learning, Pandas, Machine Learning"
R008664,"Statistics, NLP, Python, Machine Learning"
R008665,"Stakeholder Management, Scrum, Product Roadmap, Agile, User Stories"
R008666,Product Roadmap
R008667,"Data Cleaning, Power BI, Tableau"
R008668,"Reporting, Power BI, Excel, Data Cleaning"
R008669,"Cloud, Keras"
R008670,"Python, Machine Learning"
R008671,"Git, Docker"
R008672,"Spring Boot, Docker, Git, Agile, System Design"
R008673,"Pandas, Machine Learning, NLP"
R008674,"PyTorch, TensorFlow, Python, Keras"
R008675,"Machine Learning, Deep Learning, Python, Statistics"
R008676,"American, Pandas, Deep Learning, SQL, Statistics"
R008677,"NLP, Pandas"
R008678,"Machine Learning, SQL"
R008679,"Pandas, Statistics, Python"
R008680,"Data Cleaning, Power BI, Reporting, Tableau, Excel"
R008681,"Stakeholder Management, Scrum, Agile, User Stories"
R008682,"System Design, Java, Spring Boot, Docker, Agile"
R008683,"PyTorch, Keras, Cloud, Computer Vision, Python"
R008684,"TensorFlow, Cloud, Python, PyTorch"
R008685,"Excel, Tableau, Data Cleaning, SQL, Power BI"
R008686,"Scrum, Product Roadmap, Congress, Stakeholder Management, Agile, User Stories"
R008687,"NLP, Pandas, Machine Learning"
R008688,"Python, Deep Learning, Pandas, Statistics, NLP"
R008689,"SQL, Reporting, Data Cleaning"
R008690,"User Stories, Scrum, Product Roadmap"
R008691,"Machine Learning, SQL, Deep Learning, Statistics"
R008692,"PyTorch, MLOps, Computer Vision, TensorFlow, Keras"
R008693,"Data Cleaning, Tableau, Power BI, Reporting, Excel"
R008694,"Product Roadmap, Scrum, Agile"
R008695,"Python, Statistics, NLP, Pandas, SQL"
R008696,"Product Roadmap, Agile, Scrum, User Stories"
R008697,"Cloud, TensorFlow, Computer Vision, Keras, PyTorch, MLOps"
R008698,"Power BI, Excel, SQL"
R008699,"TensorFlow, MLOps, Keras, Cloud"
R008700,"Python, Deep Learning, Machine Learning, Pandas"
R008701,"Python, Machine Learning"
R008702,"Python, Machine Learning, Pandas"
R008703,"Keras, Cloud, PyTorch, Python, MLOps, Computer Vision"
R008704,"Git, System Design, Agile, Docker"
R008705,"User Stories, Agile"
R008706,"Java, Docker, Agile, Git"
R008707,"Power BI, SQL"
R008708,"Deep Learning, Statistics, SQL, NLP, Python"
R008709,"System Design, REST APIs, Git, Docker, Java, Spring Boot"
R008710,"Excel, SQL, Reporting, Tableau, Data Cleaning, Power BI"
R008711,"Stakeholder Management, Agile, User Stories, Product Roadmap, Scrum"
R008712,"Spring Boot, REST APIs"
R008713,"Pandas, Deep Learning, Machine Learning"
R008714,"User Stories, Stakeholder Management, Scrum, Agile"
R008715,"Git, System Design, Docker, Spring Boot"
R008716,"Machine Learning, NLP, SQL"
R008717,"Git, System Design, Docker, Spring Boot"
R008718,"SQL, Reporting, Tableau, Power BI, Data Cleaning"
R008719,"Stakeholder Management, Agile, Product Roadmap, Scrum"
R008720,"Stakeholder Management, Scrum, Product Roadmap"
R008721,"MLOps, Computer Vision, Python, Cloud, TensorFlow"
R008722,"MLOps, PyTorch"
R008723,"Java, Git, REST APIs, Agile, Docker"
R008724,"Computer Vision, Cloud, Python, MLOps, TensorFlow, Keras"
R008725,"User Stories, Agile, Product Roadmap"
R008726,"Product Roadmap, Scrum, Stakeholder Management, User Stories, Agile"
R008727,"Spring Boot, Java, System Design"
R008728,"Keras, Cloud, TensorFlow"
R008729,"SQL, Python, Deep Learning, Pandas, Statistics"
R008730,"System Design, Spring Boot, Agile, Docker, REST APIs, Git"
R008731,"NLP, Deep Learning, Python, SQL, Statistics, Machine Learning"
R008732,"Stakeholder Management, Agile, User Stories, Product Roadmap, Scrum"
R008733,"TensorFlow, Cloud, Python, MLOps"
R008734,"MLOps, TensorFlow, PyTorch, Cloud"
R008735,"Scrum, Product Roadmap, Agile, User Stories"
R008736,"Pandas, Machine Learning, SQL, NLP, Statistics"
R008737,"SQL, Data Cleaning, Excel, Reporting, Power BI"
R008738,"Stakeholder Management, User Stories, Agile, Product Roadmap"
R008739,"Statistics, Machine Learning, SQL, Pandas"
R008740,"Statistics, Python, Machine Learning"
R008741,"PyTorch, MLOps, Computer Vision, Keras"
R008742,"Scrum, Stakeholder Management"
R008743,"Docker, System Design, REST APIs"
R008744,"Stakeholder Management, Agile, User Stories, Product Roadmap, Scrum"
R008745,"Cloud, PyTorch, MLOps"
R008746,"Machine Learning, SQL, Python"
R008747,"MLOps, Python, Computer Vision"
R008748,"Machine Learning, Python, Statistics, Pandas, SQL"
R008749,"Java, System Design, REST APIs, Agile"
R008750,"Stakeholder Management, Product Roadmap, User Stories, Scrum"
R008751,"PyTorch, Computer Vision, Keras, Python"
R008752,"Cloud, TensorFlow"
R008753,"MLOps, PyTorch, Cloud"
R008754,"Statistics, Python, NLP, Machine Learning, Pandas, SQL"
R008755,"Docker, Spring Boot, Git, System Design, Java"
R008756,"Docker, Spring Boot, System Design"
R008757,"System Design, Spring Boot, REST APIs, Git"
R008758,"Machine Learning, Pandas, Statistics, SQL, NLP"
R008759,"Pandas, Statistics, Machine Learning, NLP, SQL"
R008760,"Agile, Docker, REST APIs, Git"
R008761,"REST APIs, Git, Java, Agile"
R008762,"System Design, Docker, REST APIs, Git"
R008763,"Spring Boot, Java, Git, Agile, REST APIs"
R008764,"Data Cleaning, Reporting, SQL, Excel, Tableau"
R008765,"Git, System Design, Spring Boot, Docker"
R008766,"Statistics, Python, Deep Learning"
R008767,"Git, Spring Boot, System Design, Docker, Agile"
R008768,"Power BI, Reporting, Excel"
R008769,"SQL, Deep Learning, Machine Learning"
R008770,User Stories
R008771,"Cloud, Python, PyTorch, Computer Vision, TensorFlow, Keras, MLOps"
R008772,"Stakeholder Management, Scrum, Product Roadmap"
R008773,"Machine Learning, SQL, Statistics, Deep Learning"
R008774,"Agile, Product Roadmap, Scrum, User Stories"
R008775,"Statistics, Python, SQL, NLP, Machine Learning, Pandas"
R008776,"Reporting, Power BI, Excel, Tableau, Data Cleaning, SQL"
R008777,"PyTorch, Computer Vision, MLOps, Python"
R008778,"System Design, Agile, Java, REST APIs, Git, Docker"
R008779,"Computer Vision, Keras, Cloud, Python, MLOps"
R008780,"TensorFlow, MLOps, Computer Vision, Cloud"
R008781,"Agile, Docker, Spring Boot, Java, Git"
R008782,"Excel, SQL, Tableau"
R008783,"Stakeholder Management, User Stories, Product Roadmap, Agile, Scrum"
R008784,"Agile, REST APIs, Git"
R008785,"Power BI, Data Cleaning"
R008786,"Python, TensorFlow, Keras, Cloud, PyTorch, Computer Vision"
R008787,"Excel, Data Cleaning, SQL, Power BI, Tableau, Reporting"
R008788,"Excel, Tableau, Power BI, Data Cleaning"
R008789,"Tableau, Power BI, SQL"
R008790,"Tableau, Data Cleaning, Excel"
R008791,"Keras, TensorFlow, Python"
R008792,"Product Roadmap, Scrum"
R008793,"User Stories, Product Roadmap, Agile, Scrum, Stakeholder Management"
R008794,"SQL, Deep Learning, Machine Learning, Python, Statistics"
R008795,"Tableau, SQL"
R008796,"Git, Java, Docker, System Design, Agile"
R008797,"TensorFlow, Keras, MLOps, Python, Computer Vision"
R008798,"User Stories, Scrum, Stakeholder Management, Product Roadmap, Agile"
R008799,"SQL, Pandas, Machine Learning"
R008800,"Docker, Agile, Git, Java, REST APIs, System Design"
R008801,"Spring Boot, Docker, REST APIs, System Design, Git"
R008802,"SQL, NLP, Machine Learning, Deep Learning"
R008803,"Scrum, Product Roadmap, Stakeholder Management, Agile, User Stories"
R008804,"Machine Learning, SQL, Python, Deep Learning, NLP, Statistics"
R008805,"Reporting, Power BI, SQL"
R008806,"NLP, Statistics, Pandas, Python"
R008807,"Python, SQL, Statistics"
R008808,"Java, REST APIs, Git, System Design"
R008809,"Tableau, Data Cleaning, SQL, Power BI, Excel"
R008810,"Docker, Git, System Design, REST APIs, Agile, Spring Boot"
R008811,Agile
R008812,"Tableau, Reporting, SQL, Data Cleaning"
R008813,"Product Roadmap, Agile"
R008814,"Java, Agile, Docker, System Design"
R008815,"REST APIs, Java, System Design, Spring Boot, Docker, Git"
R008816,Stakeholder Management
R008817,"System Design, Java"
R008818,"Power BI, Reporting"
R008819,"Stakeholder Management, Product Roadmap"
R008820,"Java, Spring Boot"
R008821,"Power BI, Reporting, Data Cleaning, Tableau, SQL"
R008822,"Power BI, Excel, Data Cleaning"
R008823,"Agile, System Design, Spring Boot, REST APIs, Java"
R008824,"REST APIs, System Design, Git"
R008825,"Tableau, Power BI, Data Cleaning, Reporting, SQL"
R008826,"Deep Learning, SQL, NLP"
R008827,"Agile, Git, REST APIs, Docker, Java, Spring Boot"
R008828,"Agile, Scrum, Stakeholder Management, User Stories"
R008829,"SQL, NLP, Python, Machine Learning, Pandas, Statistics, Deep Learning"
R008830,"Cloud, TensorFlow, Python, Computer Vision, Keras"
R008831,"System Design, Agile, Java"
R008832,"Cloud, Keras, Python, PyTorch, Computer Vision, TensorFlow"
R008833,"Tableau, SQL, Excel, Data Cleaning"
R008834,"Agile, User Stories, Product Roadmap, Stakeholder Management, Scrum"
R008835,"MLOps, Cloud, Keras"
R008836,"Docker, Git, Java, System Design, Agile, REST APIs, Spring Boot"
R008837,"Computer Vision, MLOps, Cloud, Python, TensorFlow, PyTorch"
R008838,"Stakeholder Management, Agile"
R008839,"Excel, SQL, Tableau, Reporting, Data Cleaning, Power BI"
R008840,"Statistics, NLP"
R008841,"Excel, SQL"
R008842,"Tableau, SQL"
R008843,"Keras, Cloud, MLOps, TensorFlow, Computer Vision"
R008844,"Java, Git, System Design, Agile, REST APIs, Spring Boot"
R008845,"Product Roadmap, Agile, Stakeholder Management"
R008846,"Excel, Data Cleaning, Tableau, Power BI"
R008847,"Spring Boot, System Design, Git"
R008848,"Product Roadmap, Stakeholder Management, Agile"
R008849,"Pandas, SQL, Deep Learning, Machine Learning, Python"
R008850,"SQL, Python, Pandas, Statistics, Deep Learning, NLP"
R008851,"Stakeholder Management, Scrum, Product Roadmap, User Stories"
R008852,"Pandas, Python, NLP, SQL, Statistics, Machine Learning"
R008853,"Computer Vision, MLOps"
R008854,"Spring Boot, REST APIs"
R008855,"Data Cleaning, SQL, Power BI, Tableau, Reporting, Excel"
R008856,"Java, Spring Boot, System Design, Git, REST APIs, Agile"
R008857,"Tableau, Data Cleaning, Excel"
R008858,"User Stories, Scrum, Product Roadmap, Stakeholder Management, Agile"
R008859,"Reporting, SQL, Excel, Power BI"
R008860,"Data Cleaning, Tableau, SQL, Power BI, Reporting"
R008861,"Git, Spring Boot, Java, Docker, Agile"
R008862,"Pandas, NLP, Statistics"
R008863,"Product Roadmap, Scrum, Stakeholder Management, User Stories"
R008864,"System Design, Agile, Spring Boot, Docker"
R008865,"Power BI, SQL, Tableau, Data Cleaning"
R008866,"Computer Vision, Cloud"
R008867,"Statistics, Machine Learning, SQL, Python, NLP"
R008868,"System Design, Git"
R008869,"Power BI, Excel, Reporting, SQL"
R008870,"Machine Learning, Pandas, Python"
R008871,"Python, MLOps, PyTorch, Cloud, Keras"
R008872,"Tableau, Reporting"
R008873,"SQL, Excel, Tableau"
R008874,"Scrum, Stakeholder Management, Agile, User Stories"
R008875,"Scrum, Agile"
R008876,"Agile, REST APIs, Spring Boot"
R008877,"SQL, Deep Learning"
R008878,"Machine Learning, Statistics, Deep Learning, NLP"
R008879,"SQL, Reporting, Excel"
R008880,"User Stories, Agile, Stakeholder Management, Product Roadmap, Scrum"
R008881,"Docker, Java, Spring Boot, System Design"
R008882,"PyTorch, TensorFlow, Keras, Computer Vision, Cloud"
R008883,"Stakeholder Management, Product Roadmap, User Stories"
R008884,"Tableau, SQL, Power BI, Data Cleaning"
R008885,"SQL, Power BI, Data Cleaning, Reporting, Excel"
R008886,"Reporting, Power BI, Excel, SQL"
R008887,"Stakeholder Management, Scrum, Agile"
R008888,"Cloud, MLOps, PyTorch, Keras"
R008889,"User Stories, Product Roadmap"
R008890,"Agile, User Stories, Scrum, Product Roadmap, Stakeholder Management"
R008891,"Agile, Product Roadmap, User Stories"
R008892,"User Stories, Scrum"
R008893,"Pandas, Python, Machine Learning, Deep Learning"
R008894,"Agile, REST APIs, Git, System Design, Docker"
R008895,"Agile, Scrum, Stakeholder Management, User Stories"
R008896,"Product Roadmap, Agile, User Stories, Stakeholder Management"
R008897,"Scrum, User Stories, Product Roadmap, Stakeholder Management"
R008898,"Deep Learning, Machine Learning, NLP"
R008899,"TensorFlow, Cloud, Keras"
R008900,"TensorFlow, Keras, PyTorch, Python, Computer Vision, Cloud"
R008901,"SQL, Excel, Data Cleaning, Tableau"
R008902,"User Stories, Agile, Scrum, Stakeholder Management"
R008903,"Agile, Stakeholder Management"
R008904,"Scrum, User Stories, Stakeholder Management, Product Roadmap, Agile"
R008905,"Agile, System Design, Spring Boot, Docker, REST APIs, Git, Java"
R008906,"Power BI, Reporting, Tableau, Excel, Data Cleaning"
R008907,"Stakeholder Management, Scrum, Agile"
R008908,"Git, Agile, Spring Boot, System Design, Docker, REST APIs"
R008909,"Deep Learning, Pandas, SQL, NLP"
R008910,PyTorch
R008911,"Scrum, User Stories, Product Roadmap, Agile"
R008912,"SQL, Pandas, Statistics, Machine Learning, Deep Learning"
R008913,"Stakeholder Management, Product Roadmap, Agile, Scrum"
R008914,"Machine Learning, NLP, Deep Learning, Statistics, SQL"
R008915,"SQL, Pandas, Deep Learning, NLP, Statistics"
R008916,"Excel, Reporting, Tableau, Data Cleaning"
R008917,"Product Roadmap, User Stories, Scrum, Agile"
R008918,"Agile, Java"
R008919,"Scrum, Stakeholder Management"
R008920,"User Stories, Stakeholder Management"
R008921,"NLP, Statistics, Pandas, SQL, Machine Learning"
R008922,"TensorFlow, MLOps, Keras"
R008923,"Computer Vision, Keras, PyTorch, MLOps, Cloud"
R008924,"System Design, Docker, Spring Boot, REST APIs"
R008925,"REST APIs, Java"
R008926,"REST APIs, System Design, Docker, Spring Boot"
R008927,"Java, Agile, Docker"
R008928,"Data Cleaning, Reporting, Tableau, Power BI"
R008929,"Data Cleaning, Excel, Power BI"
R008930,"User Stories, Product Roadmap, Stakeholder Management"
R008931,"TensorFlow, Computer Vision"
R008932,"Deep Learning, Pandas"
R008933,"Agile, System Design, Spring Boot, REST APIs"
R008934,"Tableau, Power BI"
R008935,SQL
R008936,"NLP, Machine Learning"
R008937,"Computer Vision, PyTorch, MLOps, Cloud"
R008938,"Keras, MLOps, Python, TensorFlow"
R008939,"Java, REST APIs, Git, Agile"
R008940,"System Design, REST APIs, Spring Boot, Agile, Docker"
R008941,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
R008942,"SQL, Data Cleaning, Reporting, Power BI, Tableau"
R008943,"Machine Learning, SQL, Python, Deep Learning"
R008944,"Excel, SQL, Reporting, Power BI"
R008945,"Agile, Spring Boot, Java, Docker, Git"
R008946,"Keras, PyTorch, Python, MLOps, TensorFlow, Computer Vision, Cloud"
R008947,"PyTorch, MLOps, Cloud, Computer Vision, Python"
R008948,"Tableau, Power BI, Reporting"
