JobID,Role,Cleaned_Skills
J007344,Data Analyst,"Data Cleaning, Reporting, Tableau, Excel, Power BI"
J007345,Software Engineer,"Spring Boot, System Design, Agile, Docker"
J007346,Software Engineer,"Java, Spring Boot, REST APIs, Git, Agile, Docker"
J007347,Software Engineer,"REST APIs, Spring Boot, System Design"
J007348,Data Scientist,"Deep Learning, Machine Learning, NLP, Pandas, SQL"
J007349,Product Manager,"Product Roadmap, User Stories, Scrum"
J007350,Software Engineer,"Agile, System Design, Spring Boot, Git, REST APIs, Docker, Java"
J007351,Data Analyst,"SQL, Power BI, Tableau"
J007352,ML Engineer,"Keras, PyTorch, TensorFlow, Python, Cloud"
J007353,Data Scientist,"Python, Deep Learning, Machine Learning, Pandas, Statistics"
J007354,Software Engineer,"Agile, Spring Boot, Java, Git, REST APIs, System Design"
J007355,ML Engineer,"MLOps, Keras, Python, Computer Vision, TensorFlow, PyTorch, Cloud"
J007356,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Agile"
J007357,Data Analyst,"Data Cleaning, Tableau, Excel, Reporting, SQL, Power BI"
J007358,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
J007359,Data Analyst,"SQL, Excel, Tableau, Data Cleaning"
J007360,Data Scientist,"NLP, Pandas, Statistics, SQL"
J007361,Data Scientist,"SQL, Python, Deep Learning"
J007362,Data Analyst,"Tableau, Data Cleaning, SQL, Power BI"
J007363,Data Analyst,"Power BI, Excel, Tableau, Data Cleaning, Reporting, SQL"
J007364,Data Analyst,"Power BI, Reporting, SQL, Data Cleaning"
J007365,Data Scientist,"Pandas, Machine Learning, Python"
J007366,Product Manager,"Agile, Stakeholder Management, User Stories, Scrum, Product Roadmap"
J007367,Data Analyst,"Excel, Tableau, SQL, Reporting"
J007368,ML Engineer,"TensorFlow, Python, Cloud"
J007369,Data Scientist,"Deep Learning, Statistics, Pandas, SQL, Machine Learning, Python, NLP"
J007370,Product Manager,"Scrum, Agile, Stakeholder Management, User Stories, Product Roadmap"
J007371,Software Engineer,"Docker, REST APIs, Spring Boot"
J007372,Product Manager,"Product Roadmap, Agile, Stakeholder Management, Scrum, User Stories"
J007373,Product Manager,"Product Roadmap, Agile, Scrum, Stakeholder Management, User Stories"
J007374,Data Analyst,"SQL, Reporting, Tableau, Data Cleaning, Power BI, Excel"
J007375,Data Scientist,"SQL, Machine Learning, Pandas, NLP, Python, Deep Learning"
J007376,Data Scientist,"SQL, NLP, Machine Learning"
J007377,Software Engineer,"System Design, Java, Spring Boot, REST APIs, Git, Docker"
J007378,ML Engineer,"Keras, TensorFlow, MLOps, PyTorch, Computer Vision, Python"
J007379,Data Scientist,"NLP, Deep Learning, Pandas, SQL"
J007380,Data Analyst,"Excel, SQL, Data Cleaning, Reporting, Power BI"
J007381,Data Analyst,"SQL, Power BI, Data Cleaning, Excel, Reporting, Tableau"
J007382,Data Scientist,"Deep Learning, Machine Learning, NLP, SQL, Statistics"
J007383,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories, Scrum"
J007384,Product Manager,"Scrum, Product Roadmap, Stakeholder Management"
J007385,Software Engineer,"REST APIs, Spring Boot, Agile, System Design, Git"
J007386,Data Analyst,"Excel, Reporting, Power BI, Tableau"
J007387,Data Scientist,"SQL, Deep Learning, Pandas"
J007388,Data Analyst,"Power BI, Reporting, Data Cleaning, Excel, SQL"
J007389,Software Engineer,"Agile, Java, REST APIs"
J007390,Software Engineer,"Agile, REST APIs, Java, Docker, System Design, Git"
J007391,Product Manager,"User Stories, Stakeholder Management, Product Roadmap, Agile, Scrum"
J007392,Data Analyst,"SQL, Reporting, Tableau, Data Cleaning, Excel, Power BI"
J007393,Software Engineer,"Agile, Docker, Java, Spring Boot, REST APIs, Git"
J007394,Software Engineer,"Git, Java, Agile, Spring Boot, System Design"
J007395,ML Engineer,"MLOps, PyTorch, Keras, TensorFlow"
J007396,Data Analyst,"SQL, Excel, Data Cleaning, Tableau, Reporting"
J007397,Data Scientist,"Statistics, SQL, Machine Learning, Pandas"
J007398,Data Analyst,"Reporting, Data Cleaning, Tableau, Power BI, SQL, Excel"
J007399,Product Manager,"Agile, Stakeholder Management, Scrum, User Stories, Product Roadmap"
J007400,Software Engineer,"System Design, Git, Agile, Java"
J007401,Data Scientist,"Pandas, Deep Learning, Python, Statistics, NLP, SQL"
J007402,Product Manager,"Agile, Stakeholder Management, Scrum, User Stories"
J007403,Data Analyst,"Reporting, Data Cleaning, Tableau, SQL, Power BI"
J007404,Data Scientist,"NLP, Machine Learning, Deep Learning, SQL, Python"
J007405,ML Engineer,"Python, PyTorch, Computer Vision, Cloud"
J007406,ML Engineer,"Keras, Cloud, Python, PyTorch, Computer Vision"
J007407,Software Engineer,"REST APIs, Git, System Design, Docker, Agile, Java"
J007408,Data Scientist,"SQL, Pandas, Deep Learning, Statistics, Machine Learning"
J007409,Product Manager,"Product Roadmap, Stakeholder Management, Agile, Scrum"
J007410,Data Analyst,"SQL, Power BI, Reporting"
J007411,Product Manager,"Scrum, User Stories, Agile, Product Roadmap"
J007412,Product Manager,"Agile, User Stories, Stakeholder Management, Product Roadmap, Scrum"
J007413,ML Engineer,"Computer Vision, Keras, Cloud"
J007414,Software Engineer,"Docker, Spring Boot, REST APIs, System Design, Java"
J007415,Data Analyst,"Excel, Tableau, Data Cleaning, SQL, Power BI, Reporting"
J007416,Data Scientist,"Deep Learning, Pandas, NLP, Python, Statistics, Machine Learning"
J007417,Data Analyst,"SQL, Data Cleaning, Power BI, Excel, Reporting"
J007418,Product Manager,"Agile, User Stories, Scrum"
J007419,Product Manager,"Stakeholder Management, User Stories, Scrum, Agile"
J007420,ML Engineer,"PyTorch, TensorFlow, Keras, Cloud"
J007421,Software Engineer,"Spring Boot, System Design, Java, Git, Docker, REST APIs, Agile"
J007422,Data Scientist,"Statistics, NLP, Python"
J007423,Software Engineer,"REST APIs, Git, Agile, Java, System Design, Spring Boot, Docker"
J007424,ML Engineer,"TensorFlow, Python, MLOps, Cloud, PyTorch, Computer Vision"
J007425,ML Engineer,"MLOps, Cloud, TensorFlow, Python, Computer Vision, PyTorch, Keras"
J007426,ML Engineer,"Python, Keras, Computer Vision, MLOps, Cloud, TensorFlow, PyTorch"
J007427,Software Engineer,"Java, Git, Agile, Spring Boot"
J007428,Product Manager,"Scrum, Product Roadmap, Agile, Stakeholder Management"
J007429,Software Engineer,"Docker, Git, Java, Agile, System Design"
J007430,Product Manager,"User Stories, Stakeholder Management, Agile"
J007431,Data Analyst,"Power BI, Tableau, SQL, Excel, Reporting, Data Cleaning"
J007432,Product Manager,"Stakeholder Management, User Stories, Scrum"
J007433,Data Scientist,"Python, Machine Learning, SQL, Statistics, NLP, Deep Learning, Pandas"
J007434,Data Analyst,"Reporting, Power BI, Data Cleaning"
J007435,Software Engineer,"Agile, System Design, Git, Docker, REST APIs, Spring Boot, Java"
J007436,Data Scientist,"Machine Learning, Python, SQL, Statistics, NLP"
J007437,Data Analyst,"Tableau, Reporting, Data Cleaning, Excel, SQL, Power BI"
J007438,ML Engineer,"TensorFlow, Cloud, Python, PyTorch"
J007439,ML Engineer,"PyTorch, Computer Vision, Cloud, TensorFlow, Python"
J007440,Data Analyst,"Data Cleaning, SQL, Power BI, Tableau, Reporting, Excel"
J007441,Data Scientist,"Python, Machine Learning, Statistics, Pandas"
J007442,Software Engineer,"System Design, Agile, REST APIs, Docker, Java, Spring Boot"
J007443,Software Engineer,"Docker, Git, Agile, Spring Boot, System Design"
J007444,Software Engineer,"REST APIs, Java, Git, Agile, Spring Boot, Docker, System Design"
J007445,Data Analyst,"Power BI, SQL, Reporting, Excel, Tableau"
J007446,ML Engineer,"PyTorch, TensorFlow, Python, Computer Vision, MLOps"
J007447,Product Manager,"Stakeholder Management, Agile, User Stories, Product Roadmap, Scrum"
J007448,Data Analyst,"Excel, Data Cleaning, Power BI"
J007449,Data Analyst,"Reporting, Excel, SQL, Data Cleaning, Tableau, Power BI"
J007450,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum"
J007451,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management, Agile"
J007452,ML Engineer,"Python, TensorFlow, MLOps, Cloud, PyTorch, Keras"
J007453,Data Analyst,"Excel, Data Cleaning, Reporting, Tableau"
J007454,Data Analyst,"Excel, Reporting, Tableau, Power BI, Data Cleaning"
J007455,Data Analyst,"Data Cleaning, Power BI, Reporting, Excel"
J007456,ML Engineer,"Keras, PyTorch, MLOps, Python"
J007457,Software Engineer,"Java, Agile, Git"
J007458,Data Scientist,"SQL, NLP, Machine Learning, Deep Learning, Statistics, Pandas, Python"
J007459,Data Analyst,"Tableau, Power BI, SQL, Excel, Data Cleaning"
J007460,Software Engineer,"Agile, Spring Boot, REST APIs, Docker, Java, Git"
J007461,Data Analyst,"SQL, Excel, Data Cleaning"
J007462,Data Analyst,"SQL, Excel, Tableau, Reporting, Data Cleaning, Power BI"
J007463,ML Engineer,"Keras, TensorFlow, PyTorch"
J007464,Software Engineer,"Docker, Agile, System Design, Git, Java, REST APIs"
J007465,Product Manager,"Agile, Scrum, User Stories, Product Roadmap, Stakeholder Management"
J007466,Product Manager,"Agile, Stakeholder Management, Scrum"
J007467,ML Engineer,"MLOps, Keras, Python, Computer Vision, Cloud, TensorFlow, PyTorch"
J007468,ML Engineer,"Cloud, PyTorch, Computer Vision, MLOps"
J007469,ML Engineer,"Python, Computer Vision, MLOps, Keras, Cloud, TensorFlow, PyTorch"
J007470,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories, Scrum"
J007471,Product Manager,"Product Roadmap, User Stories, Agile, Stakeholder Management"
J007472,Data Analyst,"Tableau, Excel, SQL, Reporting"
J007473,Software Engineer,"Docker, Agile, Git, REST APIs, System Design, Spring Boot"
J007474,Data Analyst,"Excel, Power BI, SQL"
J007475,Data Scientist,"SQL, Python, Statistics"
J007476,ML Engineer,"Computer Vision, TensorFlow, PyTorch"
J007477,Product Manager,"Agile, Scrum, Stakeholder Management, Product Roadmap"
J007478,Product Manager,"User Stories, Scrum, Stakeholder Management, Agile, Product Roadmap"
J007479,Data Analyst,"SQL, Excel, Tableau, Data Cleaning, Power BI, Reporting"
J007480,Data Scientist,"SQL, Python, NLP"
J007481,Product Manager,"Scrum, Product Roadmap, User Stories, Agile, Stakeholder Management"
J007482,Software Engineer,"REST APIs, Java, Docker, Agile, Git"
J007483,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, Agile"
J007484,Product Manager,"Product Roadmap, Scrum, Agile, User Stories"
J007485,ML Engineer,"Cloud, Keras, TensorFlow, Python, PyTorch, MLOps"
J007486,Data Analyst,"Excel, SQL, Data Cleaning, Tableau, Power BI"
J007487,Software Engineer,"System Design, Java, Docker, REST APIs, Spring Boot"
J007488,ML Engineer,"Python, Computer Vision, TensorFlow, MLOps, Keras, PyTorch, Cloud"
J007489,Data Scientist,"SQL, Python, NLP, Deep Learning, Machine Learning, Pandas"
J007490,Software Engineer,"Spring Boot, REST APIs, System Design"
J007491,ML Engineer,"MLOps, Computer Vision, PyTorch, Keras"
J007492,ML Engineer,"Cloud, Keras, MLOps, PyTorch, TensorFlow, Computer Vision, Python"
J007493,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management"
J007494,Data Scientist,"Pandas, Statistics, NLP, Python, Machine Learning"
J007495,Software Engineer,"Spring Boot, Agile, Java"
J007496,Product Manager,"User Stories, Product Roadmap, Agile"
J007497,Product Manager,"User Stories, Agile, Stakeholder Management"
J007498,ML Engineer,"Cloud, Keras, MLOps"
J007499,Data Analyst,"Data Cleaning, Tableau, Reporting, Excel, SQL, Power BI"
J007500,ML Engineer,"TensorFlow, MLOps, Computer Vision, PyTorch, Python, Keras, Cloud"
J007501,Data Analyst,"Power BI, Reporting, Excel, SQL, Data Cleaning"
J007502,ML Engineer,"PyTorch, MLOps, Keras"
J007503,Data Analyst,"Reporting, Excel, Power BI, Data Cleaning"
J007504,Data Scientist,"Pandas, Python, Deep Learning, NLP"
J007505,Product Manager,"User Stories, Product Roadmap, Scrum"
J007506,Data Analyst,"Data Cleaning, Excel, Reporting, SQL, Power BI, Tableau"
J007507,ML Engineer,"MLOps, Keras, TensorFlow, Cloud, PyTorch, Computer Vision"
J007508,ML Engineer,"Keras, Computer Vision, TensorFlow, MLOps, PyTorch"
J007509,Data Analyst,"Data Cleaning, SQL, Excel, Tableau"
J007510,Data Analyst,"SQL, Reporting, Data Cleaning"
J007511,Data Scientist,"Pandas, Statistics, Python"
J007512,Data Scientist,"NLP, Statistics, Machine Learning, SQL, Python"
J007513,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management, Agile"
J007514,Data Scientist,"Machine Learning, NLP, SQL, Statistics, Python, Pandas"
J007515,Data Analyst,"Reporting, SQL, Data Cleaning, Excel"
J007516,Product Manager,"User Stories, Stakeholder Management, Scrum, Product Roadmap, Agile"
J007517,Data Scientist,"NLP, Pandas, Machine Learning, Python, Deep Learning, SQL, Statistics"
J007518,Software Engineer,"Git, REST APIs, System Design, Spring Boot"
J007519,Software Engineer,"Java, Spring Boot, System Design, Agile"
J007520,Product Manager,"Scrum, User Stories, Stakeholder Management, Product Roadmap, Agile"
J007521,Data Analyst,"Reporting, Power BI, Tableau, SQL"
J007522,Software Engineer,"REST APIs, Java, Docker"
J007523,Data Analyst,"Tableau, Reporting, Data Cleaning, SQL"
J007524,ML Engineer,"PyTorch, Cloud, Computer Vision, MLOps"
J007525,Data Scientist,"Deep Learning, Pandas, NLP"
J007526,Data Analyst,"Tableau, Reporting, Power BI"
J007527,Product Manager,"Product Roadmap, Agile, User Stories, Scrum"
J007528,Data Analyst,"SQL, Excel, Power BI, Tableau, Reporting"
J007529,Data Analyst,"Data Cleaning, SQL, Power BI, Excel, Tableau"
J007530,Product Manager,"Stakeholder Management, Agile, Product Roadmap"
J007531,Data Analyst,"Tableau, Data Cleaning, SQL, Excel, Power BI, Reporting"
J007532,Data Analyst,"Data Cleaning, Tableau, Power BI"
J007533,Product Manager,"User Stories, Product Roadmap, Agile, Scrum"
J007534,Data Scientist,"Statistics, SQL, Machine Learning, Deep Learning"
J007535,Software Engineer,"Spring Boot, Agile, REST APIs, Java, Git, System Design, Docker"
J007536,ML Engineer,"Python, Cloud, PyTorch, Keras, MLOps, TensorFlow"
J007537,Product Manager,"Agile, Stakeholder Management, Product Roadmap"
J007538,Data Analyst,"Reporting, Excel, Data Cleaning, Tableau, SQL"
J007539,Data Analyst,"Reporting, Tableau, Excel, Data Cleaning, Power BI"
J007540,ML Engineer,"Computer Vision, MLOps, TensorFlow, Keras, Python, Cloud"
J007541,Product Manager,"Scrum, Product Roadmap, User Stories, Agile, Stakeholder Management"
J007542,Software Engineer,"Docker, System Design, Git, Agile, REST APIs, Spring Boot"
J007543,Data Scientist,"SQL, Statistics, NLP"
J007544,Software Engineer,"Git, Java, System Design, REST APIs"
J007545,Data Scientist,"NLP, SQL, Machine Learning"
J007546,Product Manager,"Scrum, User Stories, Product Roadmap, Stakeholder Management, Agile"
J007547,ML Engineer,"MLOps, Computer Vision, PyTorch, Keras, Python, TensorFlow, Cloud"
J007548,Product Manager,"Agile, Stakeholder Management, User Stories"
J007549,Software Engineer,"System Design, Agile, REST APIs, Git, Spring Boot, Docker"
J007550,Product Manager,"Agile, Product Roadmap, Stakeholder Management"
J007551,Data Analyst,"SQL, Excel, Data Cleaning, Tableau, Power BI"
J007552,Data Scientist,"Python, Statistics, Pandas"
J007553,Data Analyst,"SQL, Data Cleaning, Tableau, Reporting"
J007554,Data Analyst,"Excel, Power BI, SQL, Reporting, Data Cleaning"
J007555,ML Engineer,"Computer Vision, Keras, Cloud"
J007556,Software Engineer,"Git, System Design, REST APIs"
J007557,Product Manager,"Agile, Product Roadmap, Stakeholder Management, User Stories, Scrum"
J007558,Product Manager,"Agile, User Stories, Product Roadmap, Scrum"
J007559,Data Analyst,"Data Cleaning, Excel, SQL, Power BI, Reporting, Tableau"
J007560,Data Scientist,"Machine Learning, Statistics, Python, Deep Learning, SQL"
J007561,Software Engineer,"Spring Boot, Docker, Java, Git, Agile"
J007562,Product Manager,"Agile, User Stories, Stakeholder Management, Product Roadmap, Scrum"
J007563,ML Engineer,"Computer Vision, TensorFlow, Python, MLOps, PyTorch, Keras, Cloud"
J007564,Software Engineer,"REST APIs, Java, System Design, Spring Boot, Docker"
J007565,Product Manager,"Scrum, Product Roadmap, Stakeholder Management, Agile"
J007566,Product Manager,"Agile, Product Roadmap, Scrum, User Stories"
J007567,Software Engineer,"REST APIs, Docker, Git, Spring Boot, Java, System Design, Agile"
J007568,Product Manager,"Agile, Product Roadmap, Scrum, Stakeholder Management"
J007569,ML Engineer,"TensorFlow, Python, Keras, MLOps, Cloud"
J007570,Data Analyst,"Data Cleaning, Tableau, SQL, Excel, Reporting"
J007571,Data Scientist,"Statistics, Machine Learning, Deep Learning, Python, SQL, Pandas"
J007572,Product Manager,"Agile, Stakeholder Management, Scrum"
J007573,Data Analyst,"Tableau, Data Cleaning, Reporting, SQL, Power BI, Excel"
J007574,Software Engineer,"Agile, System Design, Java"
J007575,Software Engineer,"Spring Boot, System Design, Docker, Agile"
J007576,Data Analyst,"SQL, Power BI, Data Cleaning, Excel, Tableau"
J007577,Data Scientist,"Statistics, Python, Deep Learning, Pandas, NLP, Machine Learning"
J007578,ML Engineer,"Cloud, PyTorch, Computer Vision, TensorFlow, Python, Keras, MLOps"
J007579,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories"
J007580,Data Scientist,"Deep Learning, NLP, Statistics, Machine Learning, Pandas, Python"
J007581,Software Engineer,"Git, Java, Docker, Agile, System Design, Spring Boot"
J007582,ML Engineer,"Keras, TensorFlow, PyTorch, Computer Vision, MLOps"
J007583,ML Engineer,"MLOps, PyTorch, TensorFlow, Computer Vision, Cloud"
J007584,Data Analyst,"Power BI, SQL, Tableau, Reporting, Excel"
J007585,Data Analyst,"Power BI, Data Cleaning, SQL, Excel"
J007586,ML Engineer,"Python, MLOps, Cloud, Keras, TensorFlow"
J007587,Data Scientist,"Pandas, Machine Learning, NLP, Statistics, Deep Learning, SQL"
J007588,Software Engineer,"Spring Boot, Docker, Agile, System Design, Java"
J007589,Data Scientist,"Machine Learning, Pandas, Deep Learning, SQL, Statistics"
J007590,ML Engineer,"MLOps, Cloud, TensorFlow, Python, PyTorch, Keras, Computer Vision"
J007591,Data Analyst,"SQL, Excel, Data Cleaning, Reporting"
J007592,Product Manager,"Product Roadmap, User Stories, Agile, Scrum"
J007593,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
J007594,Data Scientist,"Pandas, NLP, Python, Machine Learning, Deep Learning"
J007595,Data Analyst,"Tableau, Excel, Data Cleaning, Power BI"
J007596,Data Analyst,"Data Cleaning, SQL, Reporting, Power BI"
J007597,Data Scientist,"Statistics, Pandas, NLP, SQL, Machine Learning, Python"
J007598,Software Engineer,"System Design, Java, REST APIs, Git, Spring Boot, Docker, Agile"
J007599,Data Analyst,"Power BI, Data Cleaning, Reporting, Tableau, SQL, Excel"
J007600,Data Scientist,"Machine Learning, Python, SQL, Statistics, Deep Learning, NLP"
J007601,Data Analyst,"Power BI, Tableau, Data Cleaning, Reporting, SQL"
J007602,Data Analyst,"Data Cleaning, SQL, Reporting, Tableau"
J007603,Product Manager,"Agile, Stakeholder Management, User Stories, Product Roadmap"
J007604,ML Engineer,"Computer Vision, TensorFlow, Python, Keras"
J007605,Data Scientist,"Statistics, Deep Learning, Machine Learning, Pandas, SQL"
J007606,Data Analyst,"Reporting, SQL, Power BI"
J007607,ML Engineer,"MLOps, Computer Vision, TensorFlow, Keras, Cloud, PyTorch"
J007608,Data Scientist,"Python, Statistics, Machine Learning, Deep Learning, Pandas, SQL"
J007609,Product Manager,"Product Roadmap, Agile, Stakeholder Management"
J007610,Software Engineer,"Git, Spring Boot, Java"
J007611,Data Scientist,"Deep Learning, Pandas, SQL, NLP, Machine Learning, Statistics, Python"
J007612,Software Engineer,"Agile, Docker, Spring Boot, Git, REST APIs"
J007613,Software Engineer,"System Design, Docker, REST APIs"
J007614,Data Scientist,"Pandas, NLP, Deep Learning, Python"
J007615,Data Analyst,"Power BI, SQL, Excel, Tableau, Data Cleaning"
J007616,Product Manager,"Agile, User Stories, Product Roadmap"
J007617,Data Analyst,"Tableau, Reporting, Excel, SQL, Power BI"
J007618,Data Scientist,"Machine Learning, NLP, Deep Learning, Pandas, SQL"
J007619,Data Scientist,"Machine Learning, Statistics, Pandas, Deep Learning, NLP, Python, SQL"
J007620,Data Analyst,"Tableau, Power BI, Excel, Reporting, Data Cleaning"
J007621,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories"
J007622,Software Engineer,"Spring Boot, Git, REST APIs, System Design, Java, Docker"
J007623,Software Engineer,"Git, Spring Boot, REST APIs, Docker, Java, Agile"
J007624,Data Scientist,"Machine Learning, Deep Learning, NLP, Python, Statistics, SQL, Pandas"
J007625,Software Engineer,"Java, Spring Boot, Docker, System Design, REST APIs"
J007626,Product Manager,"User Stories, Agile, Product Roadmap, Stakeholder Management, Scrum"
J007627,Data Scientist,"Statistics, Python, SQL, Pandas, Machine Learning, NLP, Deep Learning"
J007628,ML Engineer,"Computer Vision, Cloud, Keras, PyTorch, Python, TensorFlow"
J007629,Data Analyst,"Reporting, Excel, Power BI, Data Cleaning, SQL, Tableau"
J007630,Software Engineer,"Spring Boot, Docker, System Design, Git, Agile, Java"
J007631,Data Scientist,"NLP, Python, Pandas, SQL"
J007632,Data Analyst,"Excel, Tableau, Data Cleaning, SQL, Power BI, Reporting"
J007633,Product Manager,"Stakeholder Management, Product Roadmap, Scrum"
J007634,Product Manager,"Agile, Product Roadmap, Scrum, User Stories"
J007635,Data Scientist,"NLP, Statistics, Machine Learning"
J007636,Data Analyst,"Excel, SQL, Tableau"
J007637,Data Scientist,"Pandas, SQL, Python, Machine Learning"
J007638,Software Engineer,"System Design, REST APIs, Spring Boot, Git, Docker"
J007639,Software Engineer,"Git, REST APIs, System Design, Java, Spring Boot, Docker, Agile"
J007640,Data Scientist,"Python, Deep Learning, NLP, Machine Learning, SQL, Statistics"
J007641,ML Engineer,"TensorFlow, MLOps, Cloud, Computer Vision, PyTorch, Python"
J007642,Product Manager,"Product Roadmap, Scrum, Stakeholder Management"
J007643,Data Analyst,"Excel, Power BI, Tableau, Reporting, Data Cleaning"
J007644,Software Engineer,"Docker, System Design, Agile, Java, REST APIs"
J007645,Product Manager,"Stakeholder Management, Product Roadmap, User Stories"
J007646,Data Scientist,"Deep Learning, Statistics, NLP, Pandas, SQL"
J007647,Data Analyst,"Reporting, Power BI, Tableau, Excel"
J007648,ML Engineer,"Keras, Python, Computer Vision"
J007649,Software Engineer,"Java, System Design, REST APIs, Agile, Spring Boot"
J007650,Product Manager,"Agile, User Stories, Scrum, Product Roadmap, Stakeholder Management"
J007651,Software Engineer,"Spring Boot, REST APIs, System Design, Git, Docker, Agile"
J007652,Data Analyst,"Data Cleaning, Excel, SQL, Power BI, Tableau, Reporting"
J007653,Data Scientist,"Statistics, Deep Learning, Machine Learning, Python, NLP, Pandas"
J007654,ML Engineer,"Python, Keras, Cloud, Computer Vision, PyTorch, TensorFlow, MLOps"
J007655,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories, Product Roadmap"
J007656,Product Manager,"Product Roadmap, Scrum, Stakeholder Management"
J007657,Software Engineer,"System Design, Agile, Docker, Spring Boot"
J007658,Data Scientist,"NLP, Machine Learning, Pandas, SQL, Python"
J007659,Data Analyst,"SQL, Data Cleaning, Excel, Power BI"
J007660,Software Engineer,"Agile, REST APIs, Java, Git, System Design, Docker, Spring Boot"
J007661,ML Engineer,"Computer Vision, TensorFlow, MLOps, Cloud"
J007662,Data Scientist,"SQL, Deep Learning, NLP, Python"
J007663,Data Analyst,"Power BI, Data Cleaning, Reporting"
J007664,Product Manager,"Scrum, Stakeholder Management, User Stories"
J007665,Data Scientist,"Statistics, SQL, Deep Learning, NLP"
J007666,ML Engineer,"Computer Vision, TensorFlow, Cloud, Keras, Python, MLOps"
J007667,Data Analyst,"Data Cleaning, Excel, Power BI, Tableau"
J007668,Data Scientist,"Statistics, Python, SQL, Machine Learning, Deep Learning, Pandas"
J007669,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Agile, Scrum"
J007670,Product Manager,"Stakeholder Management, Scrum, Product Roadmap, User Stories"
J007671,Software Engineer,"REST APIs, Docker, Agile"
J007672,Data Analyst,"SQL, Tableau, Excel, Power BI"
J007673,Data Analyst,"Data Cleaning, Reporting, Tableau, Power BI, Excel"
J007674,ML Engineer,"Computer Vision, Python, Cloud, TensorFlow, Keras"
J007675,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Agile"
J007676,Data Scientist,"Deep Learning, Python, NLP, Machine Learning"
J007677,Data Analyst,"Excel, Data Cleaning, Tableau, Power BI, SQL"
J007678,Data Scientist,"Statistics, Deep Learning, Machine Learning, Python, Pandas, SQL, NLP"
J007679,Software Engineer,"Agile, Java, Git, Spring Boot, REST APIs, System Design, Docker"
J007680,Product Manager,"Agile, Product Roadmap, Stakeholder Management, User Stories, Scrum"
J007681,Software Engineer,"Git, Agile, System Design"
J007682,Software Engineer,"Docker, Spring Boot, Agile, Java, REST APIs"
J007683,Product Manager,"Product Roadmap, Agile, Stakeholder Management"
J007684,Product Manager,"Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
J007685,Product Manager,"Product Roadmap, Stakeholder Management, User Stories, Scrum"
J007686,Product Manager,"Stakeholder Management, Agile, User Stories"
J007687,Software Engineer,"System Design, Git, Java, Docker, Agile"
J007688,Data Scientist,"Python, NLP, Statistics"
J007689,Data Analyst,"Excel, Tableau, SQL, Power BI, Data Cleaning"
J007690,Software Engineer,"Agile, System Design, REST APIs"
J007691,Software Engineer,"System Design, REST APIs, Java, Agile"
J007692,Data Scientist,"NLP, Statistics, Pandas, SQL"
J007693,Data Scientist,"Machine Learning, NLP, Pandas, Python, SQL, Deep Learning, Statistics"
J007694,ML Engineer,"MLOps, Cloud, Python, Keras, PyTorch, Computer Vision, TensorFlow"
J007695,Data Scientist,"Pandas, SQL, Statistics, Deep Learning"
J007696,Software Engineer,"Docker, System Design, REST APIs, Java, Spring Boot, Git"
J007697,Product Manager,"Agile, User Stories, Product Roadmap, Stakeholder Management, Scrum"
J007698,Software Engineer,"REST APIs, Java, System Design, Git"
J007699,Data Scientist,"Pandas, Machine Learning, SQL, Statistics, Python, NLP, Deep Learning"
J007700,Data Scientist,"NLP, Pandas, SQL, Deep Learning, Python, Statistics"
J007701,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
J007702,Data Scientist,"Pandas, SQL, Deep Learning, Statistics"
J007703,ML Engineer,"TensorFlow, Python, Keras"
J007704,ML Engineer,"PyTorch, Cloud, MLOps, Python, Computer Vision"
J007705,ML Engineer,"TensorFlow, MLOps, PyTorch"
J007706,ML Engineer,"Computer Vision, Cloud, PyTorch, Python, Keras, TensorFlow, MLOps"
J007707,ML Engineer,"Python, Computer Vision, TensorFlow, Keras, Cloud, MLOps, PyTorch"
J007708,Product Manager,"Product Roadmap, User Stories, Agile, Scrum, Stakeholder Management"
J007709,Data Scientist,"Statistics, SQL, Deep Learning, NLP, Python, Pandas, Machine Learning"
J007710,ML Engineer,"TensorFlow, Cloud, MLOps, Computer Vision, Keras"
J007711,Product Manager,"Scrum, User Stories, Stakeholder Management"
J007712,Product Manager,"Scrum, Stakeholder Management, User Stories, Product Roadmap"
J007713,Software Engineer,"System Design, Java, Docker, Git, Agile"
J007714,Data Scientist,"SQL, Statistics, Deep Learning, Machine Learning, Pandas"
