ResumeID,Rank,JobID,Score,Role
R008039,2,J000005,1,"Software Engineer"
R008039,3,J000007,1,"Software Engineer"
R008040,1,J000019,5,"Product Manager"
R008040,2,J000023,5,"Product Manager"
R008040,3,J000028,5,"Product Manager"
R008041,1,J000005,5,"Software Engineer"
R008041,2,J000007,5,"Software Engineer"
R008041,3,J000034,5,"Software Engineer"
R008042,1,J000007,6,"Software Engineer"
R008042,2,J000068,6,"Software Engineer"
R008042,3,J000091,6,"Software Engineer"
R008043,1,J000015,3,"ML Engineer"
R008043,2,J000047,3,"ML Engineer"
R008043,3,J000048,3,"ML Engineer"
R008044,1,J000019,3,"Product Manager"
R008044,2,J000023,3,"Product Manager"
R008044,3,J000028,3,"Product Manager"
R008045,1,J000001,5,"Data Analyst"
R008045,2,J000006,5,"Data Analyst"
R008045,3,J000009,5,"Data Analyst"
R008046,1,J000005,2,"Software Engineer"
R008046,2,J000007,2,"Software Engineer"
R008046,3,J000034,2,"Software Engineer"
R008047,1,J000019,5,"Product Manager"
R008047,2,J000023,5,"Product Manager"
R008047,3,J000028,5,"Product Manager"
R008048,1,J000005,4,"Software Engineer"
R008048,2,J000007,4,"Software Engineer"
R008048,3,J000034,4,"Software Engineer"
R008049,1,J000019,4,"Product Manager"
R008049,2,J000023,4,"Product Manager"
R008049,3,J000028,4,"Product Manager"
R008050,1,J000019,3,"Product Manager"
R008050,2,J000023,3,"Product Manager"
R008050,3,J000028,3,"Product Manager"
R008051,1,J000001,4,"Data Analyst"
R008051,2,J000006,4,"Data Analyst"
R008051,3,J000009,4,"Data Analyst"
R008052,1,J000008,4,"Product Manager"
R008052,2,J000019,4,"Product Manager"
R008052,3,J000023,4,"Product Manager"
R008053,1,J000019,5,"Product Manager"
R008053,2,J000023,5,"Product Manager"
R008053,3,J000028,5,"Product Manager"
R008054,1,J000008,3,"Product Manager"
R008054,2,J000019,3,"Product Manager"
R008054,3,J000023,3,"Product Manager"
R008055,1,J000008,3,"Product Manager"
R008055,2,J000013,3,"Product Manager"
R008055,3,J000019,3,"Product Manager"
R008056,1,J000003,3,"Software Engineer"
R008056,2,J000007,3,"Software Engineer"
R008056,3,J000059,3,"Software Engineer"
R008057,1,J000001,4,"Data Analyst"
R008057,2,J000006,4,"Data Analyst"
R008057,3,J000011,4,"Data Analyst"
R008058,1,J000002,3,"Data Scientist"
R008058,2,J000020,3,"Data Scientist"
R008058,3,J000032,3,"Data Scientist"
R008059,1,J000007,3,"Software Engineer"
R008059,2,J000045,3,"Software Engineer"
R008059,3,J000068,3,"Software Engineer"
R008060,1,J000019,2,"Product Manager"
R008060,2,J000023,2,"Product Manager"
R008060,3,J000028,2,"Product Manager"
R008061,1,J000003,4,"Software Engineer"
R008061,2,J000007,4,"Software Engineer"
R008061,3,J000068,4,"Software Engineer"
R008062,1,J000004,5,"ML Engineer"
R008062,2,J000015,5,"ML Engineer"
R008062,3,J000048,5,"ML Engineer"
R008063,1,J000007,4,"Software Engineer"
R008063,2,J000068,4,"Software Engineer"
R008063,3,J000091,4,"Software Engineer"
R008064,1,J000007,6,"Software Engineer"
R008064,2,J000068,6,"Software Engineer"
R008064,3,J000091,6,"Software Engineer"
R008065,1,J000002,5,"Data Scientist"
R008065,2,J000020,5,"Data Scientist"
R008065,3,J000032,5,"Data Scientist"
R008066,1,J000002,2,"Data Scientist"
R008066,2,J000016,2,"Data Scientist"
R008066,3,J000020,2,"Data Scientist"
R008067,1,J000019,2,"Product Manager"
R008067,2,J000023,2,"Product Manager"
R008067,3,J000027,2,"Product Manager"
R008068,1,J000005,4,"Software Engineer"
R008068,2,J000007,4,"Software Engineer"
R008068,3,J000034,4,"Software Engineer"
R008069,1,J000015,4,"ML Engineer"
R008069,2,J000048,4,"ML Engineer"
R008069,3,J000060,4,"ML Engineer"
R008070,1,J000001,2,"Data Analyst"
R008070,2,J000006,2,"Data Analyst"
R008070,3,J000009,2,"Data Analyst"
R008071,1,J000019,3,"Product Manager"
R008071,2,J000023,3,"Product Manager"
R008071,3,J000027,3,"Product Manager"
R008072,1,J000004,4,"ML Engineer"
R008072,2,J000015,4,"ML Engineer"
R008072,3,J000048,4,"ML Engineer"
R008073,1,J000019,5,"Product Manager"
R008073,2,J000023,5,"Product Manager"
R008073,3,J000028,5,"Product Manager"
R008074,1,J000002,4,"Data Scientist"
R008074,2,J000020,4,"Data Scientist"
R008074,3,J000032,4,"Data Scientist"
R008075,1,J000002,5,"Data Scientist"
R008075,2,J000020,5,"Data Scientist"
R008075,3,J000032,5,"Data Scientist"
R008076,1,J000008,2,"Product Manager"
R008076,2,J000019,2,"Product Manager"
R008076,3,J000023,2,"Product Manager"
R008077,1,J000008,2,"Product Manager"
R008077,2,J000019,2,"Product Manager"
R008077,3,J000023,2,"Product Manager"
R008078,1,J000002,2,"Data Scientist"
R008078,2,J000020,2,"Data Scientist"
R008078,3,J000032,2,"Data Scientist"
R008079,1,J000001,3,"Data Analyst"
R008079,2,J000006,3,"Data Analyst"
R008079,3,J000011,3,"Data Analyst"
R008080,1,J000001,6,"Data Analyst"
R008080,2,J000006,6,"Data Analyst"
R008080,3,J000011,6,"Data Analyst"
R008081,1,J000003,3,"Software Engineer"
R008081,2,J000007,3,"Software Engineer"
R008081,3,J000040,3,"Software Engineer"
R008082,1,J000015,4,"ML Engineer"
R008082,2,J000048,4,"ML Engineer"
R008082,3,J000073,4,"ML Engineer"
R008083,1,J000019,4,"Product Manager"
R008083,2,J000023,4,"Product Manager"
R008083,3,J000028,4,"Product Manager"
R008084,1,J000019,3,"Product Manager"
R008084,2,J000023,3,"Product Manager"
R008084,3,J000028,3,"Product Manager"
R008085,1,J000019,5,"Product Manager"
R008085,2,J000023,5,"Product Manager"
R008085,3,J000028,5,"Product Manager"
R008086,1,J000004,2,"ML Engineer"
R008086,2,J000015,2,"ML Engineer"
R008086,3,J000047,2,"ML Engineer"
R008087,1,J000015,5,"ML Engineer"
R008087,2,J000048,5,"ML Engineer"
R008087,3,J000073,5,"ML Engineer"
R008088,1,J000002,4,"Data Scientist"
R008088,2,J000020,4,"Data Scientist"
R008088,3,J000032,4,"Data Scientist"
R008089,1,J000005,5,"Software Engineer"
R008089,2,J000007,5,"Software Engineer"
R008089,3,J000068,5,"Software Engineer"
R008090,1,J000019,3,"Product Manager"
R008090,2,J000023,3,"Product Manager"
R008090,3,J000027,3,"Product Manager"
R008091,1,J000002,4,"Data Scientist"
R008091,2,J000020,4,"Data Scientist"
R008091,3,J000032,4,"Data Scientist"
R008092,1,J000005,4,"Software Engineer"
R008092,2,J000007,4,"Software Engineer"
R008092,3,J000034,4,"Software Engineer"
R008093,1,J000003,1,"Software Engineer"
R008093,2,J000005,1,"Software Engineer"
R008093,3,J000007,1,"Software Engineer"
R008094,1,J000007,5,"Software Engineer"
R008094,2,J000068,5,"Software Engineer"
R008094,3,J000091,5,"Software Engineer"
R008095,1,J000019,5,"Product Manager"
R008095,2,J000023,5,"Product Manager"
R008095,3,J000028,5,"Product Manager"
R008096,1,J000001,5,"Data Analyst"
R008096,2,J000006,5,"Data Analyst"
R008096,3,J000011,5,"Data Analyst"
R008097,1,J000002,5,"Data Scientist"
R008097,2,J000020,5,"Data Scientist"
R008097,3,J000032,5,"Data Scientist"
R008098,1,J000010,3,"ML Engineer"
R008098,2,J000015,3,"ML Engineer"
R008098,3,J000047,3,"ML Engineer"
R008099,1,J000004,5,"ML Engineer"
R008099,2,J000015,5,"ML Engineer"
R008099,3,J000048,5,"ML Engineer"
R008100,1,J000001,3,"Data Analyst"
R008100,2,J000006,3,"Data Analyst"
R008100,3,J000009,3,"Data Analyst"
R008101,1,J000002,3,"Data Scientist"
R008101,2,J000020,3,"Data Scientist"
R008101,3,J000032,3,"Data Scientist"
R008102,1,J000002,4,"Data Scientist"
R008102,2,J000020,4,"Data Scientist"
R008102,3,J000032,4,"Data Scientist"
R008103,1,J000015,5,"ML Engineer"
R008103,2,J000047,5,"ML Engineer"
R008103,3,J000048,5,"ML Engineer"
R008104,1,J000015,6,"ML Engineer"
R008104,2,J000048,6,"ML Engineer"
R008104,3,J000064,6,"ML Engineer"
R008105,1,J000015,5,"ML Engineer"
R008105,2,J000048,5,"ML Engineer"
R008105,3,J000073,5,"ML Engineer"
R008106,1,J000001,5,"Data Analyst"
R008106,2,J000006,5,"Data Analyst"
R008106,3,J000009,5,"Data Analyst"
R008107,1,J000015,5,"ML Engineer"
R008107,2,J000048,5,"ML Engineer"
R008107,3,J000064,5,"ML Engineer"
R008108,1,J000002,4,"Data Scientist"
R008108,2,J000020,4,"Data Scientist"
R008108,3,J000032,4,"Data Scientist"
R008109,1,J000001,4,"Data Analyst"
R008109,2,J000006,4,"Data Analyst"
R008109,3,J000011,4,"Data Analyst"
R008110,1,J000001,2,"Data Analyst"
R008110,2,J000006,2,"Data Analyst"
R008110,3,J000009,2,"Data Analyst"
R008111,1,J000007,4,"Software Engineer"
R008111,2,J000068,4,"Software Engineer"
R008111,3,J000091,4,"Software Engineer"
R008112,1,J000001,6,"Data Analyst"
R008112,2,J000006,6,"Data Analyst"
R008112,3,J000011,6,"Data Analyst"
R008113,1,J000005,3,"Software Engineer"
R008113,2,J000007,3,"Software Engineer"
R008113,3,J000034,3,"Software Engineer"
R008114,1,J000007,5,"Software Engineer"
R008114,2,J000068,5,"Software Engineer"
R008114,3,J000091,5,"Software Engineer"
R008115,1,J000015,2,"ML Engineer"
R008115,2,J000047,2,"ML Engineer"
R008115,3,J000048,2,"ML Engineer"
R008116,1,J000002,4,"Data Scientist"
R008116,2,J000020,4,"Data Scientist"
R008116,3,J000032,4,"Data Scientist"
R008117,1,J000002,5,"Data Scientist"
R008117,2,J000020,5,"Data Scientist"
R008117,3,J000032,5,"Data Scientist"
R008118,1,J000019,3,"Product Manager"
R008118,2,J000023,3,"Product Manager"
R008118,3,J000027,3,"Product Manager"
R008119,1,J000004,5,"ML Engineer"
R008119,2,J000015,5,"ML Engineer"
R008119,3,J000048,5,"ML Engineer"
R008120,1,J000003,3,"Software Engineer"
R008120,2,J000005,3,"Software Engineer"
R008120,3,J000007,3,"Software Engineer"
R008121,1,J000002,5,"Data Scientist"
R008121,2,J000020,5,"Data Scientist"
R008121,3,J000032,5,"Data Scientist"
R008122,1,J000005,2,"Software Engineer"
R008122,2,J000007,2,"Software Engineer"
R008122,3,J000038,2,"Software Engineer"
R008123,1,J000015,3,"ML Engineer"
R008123,2,J000047,3,"ML Engineer"
R008123,3,J000048,3,"ML Engineer"
R008124,1,J000001,6,"Data Analyst"
R008124,2,J000006,6,"Data Analyst"
R008124,3,J000011,6,"Data Analyst"
R008125,1,J000019,5,"Product Manager"
R008125,2,J000023,5,"Product Manager"
R008125,3,J000028,5,"Product Manager"
R008126,1,J000001,3,"Data Analyst"
R008126,2,J000006,3,"Data Analyst"
R008126,3,J000011,3,"Data Analyst"
R008127,1,J000008,3,"Product Manager"
R008127,2,J000019,3,"Product Manager"
R008127,3,J000023,3,"Product Manager"
R008128,1,J000002,4,"Data Scientist"
R008128,2,J000020,4,"Data Scientist"
R008128,3,J000032,4,"Data Scientist"
R008129,1,J000003,5,"Software Engineer"
R008129,2,J000007,5,"Software Engineer"
R008129,3,J000068,5,"Software Engineer"
R008130,1,J000002,5,"Data Scientist"
R008130,2,J000020,5,"Data Scientist"
R008130,3,J000032,5,"Data Scientist"
R008131,1,J000019,5,"Product Manager"
R008131,2,J000023,5,"Product Manager"
R008131,3,J000028,5,"Product Manager"
R008132,1,J000019,3,"Product Manager"
R008132,2,J000023,3,"Product Manager"
R008132,3,J000028,3,"Product Manager"
R008133,1,J000019,5,"Product Manager"
R008133,2,J000023,5,"Product Manager"
R008133,3,J000028,5,"Product Manager"
R008134,1,J000001,5,"Data Analyst"
R008134,2,J000006,5,"Data Analyst"
R008134,3,J000011,5,"Data Analyst"
R008135,1,J000001,4,"Data Analyst"
R008135,2,J000006,4,"Data Analyst"
R008135,3,J000009,4,"Data Analyst"
R008136,1,J000002,3,"Data Scientist"
R008136,2,J000020,3,"Data Scientist"
R008136,3,J000022,3,"Data Scientist"
R008137,1,J000007,4,"Software Engineer"
R008137,2,J000068,4,"Software Engineer"
R008137,3,J000091,4,"Software Engineer"
R008138,1,J000002,6,"Data Scientist"
R008138,2,J000020,6,"Data Scientist"
R008138,3,J000032,6,"Data Scientist"
R008139,1,J000008,2,"Product Manager"
R008139,2,J000013,2,"Product Manager"
R008139,3,J000019,2,"Product Manager"
R008140,1,J000001,5,"Data Analyst"
R008140,2,J000006,5,"Data Analyst"
R008140,3,J000009,5,"Data Analyst"
R008141,1,J000002,4,"Data Scientist"
R008141,2,J000020,4,"Data Scientist"
R008141,3,J000032,4,"Data Scientist"
R008142,1,J000002,4,"Data Scientist"
R008142,2,J000020,4,"Data Scientist"
R008142,3,J000032,4,"Data Scientist"
R008143,1,J000002,4,"Data Scientist"
R008143,2,J000020,4,"Data Scientist"
R008143,3,J000022,4,"Data Scientist"
R008144,1,J000002,4,"Data Scientist"
R008144,2,J000020,4,"Data Scientist"
R008144,3,J000032,4,"Data Scientist"
R008145,1,J000002,3,"Data Scientist"
R008145,2,J000016,3,"Data Scientist"
R008145,3,J000020,3,"Data Scientist"
R008146,1,J000019,3,"Product Manager"
R008146,2,J000023,3,"Product Manager"
R008146,3,J000027,3,"Product Manager"
R008147,1,J000010,1,"ML Engineer"
R008147,2,J000014,1,"ML Engineer"
R008147,3,J000015,1,"ML Engineer"
R008148,1,J000008,3,"Product Manager"
R008148,2,J000013,3,"Product Manager"
R008148,3,J000019,3,"Product Manager"
R008149,1,J000002,4,"Data Scientist"
R008149,2,J000020,4,"Data Scientist"
R008149,3,J000032,4,"Data Scientist"
R008150,1,J000019,4,"Product Manager"
R008150,2,J000023,4,"Product Manager"
R008150,3,J000028,4,"Product Manager"
R008151,1,J000001,3,"Data Analyst"
R008151,2,J000006,3,"Data Analyst"
R008151,3,J000009,3,"Data Analyst"
R008152,1,J000019,4,"Product Manager"
R008152,2,J000023,4,"Product Manager"
R008152,3,J000028,4,"Product Manager"
R008153,1,J000005,3,"Software Engineer"
R008153,2,J000007,3,"Software Engineer"
R008153,3,J000038,3,"Software Engineer"
R008154,1,J000007,6,"Software Engineer"
R008154,2,J000068,6,"Software Engineer"
R008154,3,J000091,6,"Software Engineer"
R008155,1,J000007,6,"Software Engineer"
R008155,2,J000068,6,"Software Engineer"
R008155,3,J000091,6,"Software Engineer"
R008156,1,J000015,3,"ML Engineer"
R008156,2,J000035,3,"ML Engineer"
R008156,3,J000047,3,"ML Engineer"
R008157,1,J000001,6,"Data Analyst"
R008157,2,J000006,6,"Data Analyst"
R008157,3,J000011,6,"Data Analyst"
R008158,1,J000001,5,"Data Analyst"
R008158,2,J000006,5,"Data Analyst"
R008158,3,J000011,5,"Data Analyst"
R008159,1,J000019,3,"Product Manager"
R008159,2,J000023,3,"Product Manager"
R008159,3,J000028,3,"Product Manager"
R008160,1,J000007,5,"Software Engineer"
R008160,2,J000068,5,"Software Engineer"
R008160,3,J000091,5,"Software Engineer"
R008161,1,J000002,3,"Data Scientist"
R008161,2,J000020,3,"Data Scientist"
R008161,3,J000022,3,"Data Scientist"
R008162,1,J000015,6,"ML Engineer"
R008162,2,J000048,6,"ML Engineer"
R008162,3,J000073,6,"ML Engineer"
R008163,1,J000019,2,"Product Manager"
R008163,2,J000023,2,"Product Manager"
R008163,3,J000028,2,"Product Manager"
R008164,1,J000015,7,"ML Engineer"
R008164,2,J000048,7,"ML Engineer"
R008164,3,J000073,7,"ML Engineer"
R008165,1,J000001,6,"Data Analyst"
R008165,2,J000006,6,"Data Analyst"
R008165,3,J000011,6,"Data Analyst"
R008166,1,J000001,6,"Data Analyst"
R008166,2,J000006,6,"Data Analyst"
R008166,3,J000011,6,"Data Analyst"
R008167,1,J000002,6,"Data Scientist"
R008167,2,J000020,6,"Data Scientist"
R008167,3,J000032,6,"Data Scientist"
R008168,1,J000019,5,"Product Manager"
R008168,2,J000023,5,"Product Manager"
R008168,3,J000028,5,"Product Manager"
R008169,1,J000015,7,"ML Engineer"
R008169,2,J000048,7,"ML Engineer"
R008169,3,J000073,7,"ML Engineer"
R008170,1,J000015,4,"ML Engineer"
R008170,2,J000047,4,"ML Engineer"
R008170,3,J000048,4,"ML Engineer"
R008171,1,J000001,5,"Data Analyst"
R008171,2,J000006,5,"Data Analyst"
R008171,3,J000009,5,"Data Analyst"
R008172,1,J000008,2,"Product Manager"
R008172,2,J000013,2,"Product Manager"
R008172,3,J000019,2,"Product Manager"
R008173,1,J000001,5,"Data Analyst"
R008173,2,J000006,5,"Data Analyst"
R008173,3,J000011,5,"Data Analyst"
R008174,1,J000015,5,"ML Engineer"
R008174,2,J000047,5,"ML Engineer"
R008174,3,J000048,5,"ML Engineer"
R008175,1,J000007,5,"Software Engineer"
R008175,2,J000068,5,"Software Engineer"
R008175,3,J000091,5,"Software Engineer"
R008176,1,J000019,5,"Product Manager"
R008176,2,J000023,5,"Product Manager"
R008176,3,J000028,5,"Product Manager"
R008177,1,J000001,2,"Data Analyst"
R008177,2,J000006,2,"Data Analyst"
R008177,3,J000009,2,"Data Analyst"
R008178,1,J000001,6,"Data Analyst"
R008178,2,J000006,6,"Data Analyst"
R008178,3,J000011,6,"Data Analyst"
R008179,1,J000019,2,"Product Manager"
R008179,2,J000023,2,"Product Manager"
R008179,3,J000027,2,"Product Manager"
R008180,1,J000002,3,"Data Scientist"
R008180,2,J000016,3,"Data Scientist"
R008180,3,J000020,3,"Data Scientist"
R008181,1,J000001,5,"Data Analyst"
R008181,2,J000006,5,"Data Analyst"
R008181,3,J000011,5,"Data Analyst"
R008182,1,J000015,5,"ML Engineer"
R008182,2,J000047,5,"ML Engineer"
R008182,3,J000048,5,"ML Engineer"
R008183,1,J000015,4,"ML Engineer"
R008183,2,J000048,4,"ML Engineer"
R008183,3,J000073,4,"ML Engineer"
R008184,1,J000015,3,"ML Engineer"
R008184,2,J000047,3,"ML Engineer"
R008184,3,J000048,3,"ML Engineer"
R008185,1,J000019,2,"Product Manager"
R008185,2,J000023,2,"Product Manager"
R008185,3,J000027,2,"Product Manager"
R008186,1,J000005,6,"Software Engineer"
R008186,2,J000007,6,"Software Engineer"
R008186,3,J000068,6,"Software Engineer"
R008187,1,J000019,4,"Product Manager"
R008187,2,J000023,4,"Product Manager"
R008187,3,J000028,4,"Product Manager"
R008188,1,J000002,4,"Data Scientist"
R008188,2,J000020,4,"Data Scientist"
R008188,3,J000032,4,"Data Scientist"
R008189,1,J000008,3,"Product Manager"
R008189,2,J000019,3,"Product Manager"
R008189,3,J000023,3,"Product Manager"
R008190,1,J000008,1,"Product Manager"
R008190,2,J000013,1,"Product Manager"
R008190,3,J000019,1,"Product Manager"
R008191,1,J000015,5,"ML Engineer"
R008191,2,J000047,5,"ML Engineer"
R008191,3,J000048,5,"ML Engineer"
R008192,1,J000001,4,"Data Analyst"
R008192,2,J000006,4,"Data Analyst"
R008192,3,J000009,4,"Data Analyst"
R008193,1,J000002,2,"Data Scientist"
R008193,2,J000016,2,"Data Scientist"
R008193,3,J000020,2,"Data Scientist"
R008194,1,J000019,4,"Product Manager"
R008194,2,J000023,4,"Product Manager"
R008194,3,J000028,4,"Product Manager"
R008195,1,J000019,4,"Product Manager"
R008195,2,J000023,4,"Product Manager"
R008195,3,J000028,4,"Product Manager"
R008196,1,J000002,4,"Data Scientist"
R008196,2,J000020,4,"Data Scientist"
R008196,3,J000022,4,"Data Scientist"
R008197,1,J000007,5,"Software Engineer"
R008197,2,J000068,5,"Software Engineer"
R008197,3,J000091,5,"Software Engineer"
R008198,1,J000001,2,"Data Analyst"
R008198,2,J000006,2,"Data Analyst"
R008198,3,J000009,2,"Data Analyst"
R008199,1,J000005,3,"Software Engineer"
R008199,2,J000007,3,"Software Engineer"
R008199,3,J000040,3,"Software Engineer"
R008200,1,J000003,1,"Software Engineer"
R008200,2,J000005,1,"Software Engineer"
R008200,3,J000007,1,"Software Engineer"
R008201,1,J000019,4,"Product Manager"
R008201,2,J000023,4,"Product Manager"
R008201,3,J000028,4,"Product Manager"
R008202,1,J000001,5,"Data Analyst"
R008202,2,J000006,5,"Data Analyst"
R008202,3,J000011,5,"Data Analyst"
R008203,1,J000001,6,"Data Analyst"
R008203,2,J000006,6,"Data Analyst"
R008203,3,J000011,6,"Data Analyst"
R008204,1,J000001,1,"Data Analyst"
R008204,2,J000002,1,"Data Scientist"
R008204,3,J000006,1,"Data Analyst"
R008205,1,J000002,2,"Data Scientist"
R008205,2,J000016,2,"Data Scientist"
R008205,3,J000020,2,"Data Scientist"
R008206,1,J000001,5,"Data Analyst"
R008206,2,J000006,5,"Data Analyst"
R008206,3,J000011,5,"Data Analyst"
R008207,1,J000001,6,"Data Analyst"
R008207,2,J000006,6,"Data Analyst"
R008207,3,J000011,6,"Data Analyst"
R008208,1,J000019,3,"Product Manager"
R008208,2,J000023,3,"Product Manager"
R008208,3,J000028,3,"Product Manager"
R008209,1,J000002,5,"Data Scientist"
R008209,2,J000020,5,"Data Scientist"
R008209,3,J000032,5,"Data Scientist"
R008210,1,J000002,3,"Data Scientist"
R008210,2,J000016,3,"Data Scientist"
R008210,3,J000020,3,"Data Scientist"
R008211,1,J000019,5,"Product Manager"
R008211,2,J000023,5,"Product Manager"
R008211,3,J000028,5,"Product Manager"
R008212,1,J000007,3,"Software Engineer"
R008212,2,J000059,3,"Software Engineer"
R008212,3,J000068,3,"Software Engineer"
R008213,1,J000007,4,"Software Engineer"
R008213,2,J000068,4,"Software Engineer"
R008213,3,J000091,4,"Software Engineer"
R008214,1,J000002,3,"Data Scientist"
R008214,2,J000016,3,"Data Scientist"
R008214,3,J000020,3,"Data Scientist"
R008215,1,J000019,5,"Product Manager"
R008215,2,J000023,5,"Product Manager"
R008215,3,J000028,5,"Product Manager"
R008216,1,J000001,6,"Data Analyst"
R008216,2,J000006,6,"Data Analyst"
R008216,3,J000011,6,"Data Analyst"
R008217,1,J000002,1,"Data Scientist"
R008217,2,J000016,1,"Data Scientist"
R008217,3,J000020,1,"Data Scientist"
R008218,1,J000015,4,"ML Engineer"
R008218,2,J000048,4,"ML Engineer"
R008218,3,J000060,4,"ML Engineer"
R008219,1,J000002,3,"Data Scientist"
R008219,2,J000016,3,"Data Scientist"
R008219,3,J000020,3,"Data Scientist"
R008220,1,J000002,5,"Data Scientist"
R008220,2,J000020,5,"Data Scientist"
R008220,3,J000032,5,"Data Scientist"
R008221,1,J000019,4,"Product Manager"
R008221,2,J000023,4,"Product Manager"
R008221,3,J000028,4,"Product Manager"
R008222,1,J000019,5,"Product Manager"
R008222,2,J000023,5,"Product Manager"
R008222,3,J000028,5,"Product Manager"
R008223,1,J000002,4,"Data Scientist"
R008223,2,J000020,4,"Data Scientist"
R008223,3,J000032,4,"Data Scientist"
R008224,1,J000001,3,"Data Analyst"
R008224,2,J000006,3,"Data Analyst"
R008224,3,J000009,3,"Data Analyst"
R008225,1,J000008,1,"Product Manager"
R008225,2,J000019,1,"Product Manager"
R008225,3,J000023,1,"Product Manager"
R008226,1,J000002,3,"Data Scientist"
R008226,2,J000020,3,"Data Scientist"
R008226,3,J000022,3,"Data Scientist"
R008227,1,J000008,2,"Product Manager"
R008227,2,J000013,2,"Product Manager"
R008227,3,J000019,2,"Product Manager"
R008228,1,J000019,2,"Product Manager"
R008228,2,J000023,2,"Product Manager"
R008228,3,J000028,2,"Product Manager"
R008229,1,J000001,3,"Data Analyst"
R008229,2,J000006,3,"Data Analyst"
R008229,3,J000009,3,"Data Analyst"
R008230,1,J000001,4,"Data Analyst"
R008230,2,J000006,4,"Data Analyst"
R008230,3,J000011,4,"Data Analyst"
R008231,1,J000002,2,"Data Scientist"
R008231,2,J000016,2,"Data Scientist"
R008231,3,J000020,2,"Data Scientist"
R008232,1,J000002,3,"Data Scientist"
R008232,2,J000016,3,"Data Scientist"
R008232,3,J000020,3,"Data Scientist"
R008233,1,J000019,3,"Product Manager"
R008233,2,J000023,3,"Product Manager"
R008233,3,J000028,3,"Product Manager"
R008234,1,J000019,4,"Product Manager"
R008234,2,J000023,4,"Product Manager"
R008234,3,J000028,4,"Product Manager"
R008235,1,J000002,3,"Data Scientist"
R008235,2,J000016,3,"Data Scientist"
R008235,3,J000020,3,"Data Scientist"
R008236,1,J000019,4,"Product Manager"
R008236,2,J000023,4,"Product Manager"
R008236,3,J000028,4,"Product Manager"
R008237,1,J000001,4,"Data Analyst"
R008237,2,J000006,4,"Data Analyst"
R008237,3,J000011,4,"Data Analyst"
R008238,1,J000003,2,"Software Engineer"
R008238,2,J000007,2,"Software Engineer"
R008238,3,J000059,2,"Software Engineer"
R008239,1,J000001,4,"Data Analyst"
R008239,2,J000006,4,"Data Analyst"
R008239,3,J000011,4,"Data Analyst"
R008240,1,J000015,4,"ML Engineer"
R008240,2,J000047,4,"ML Engineer"
R008240,3,J000048,4,"ML Engineer"
R008241,1,J000007,6,"Software Engineer"
R008241,2,J000068,6,"Software Engineer"
R008241,3,J000091,6,"Software Engineer"
R008242,1,J000015,6,"ML Engineer"
R008242,2,J000048,6,"ML Engineer"
R008242,3,J000073,6,"ML Engineer"
R008243,1,J000015,5,"ML Engineer"
R008243,2,J000048,5,"ML Engineer"
R008243,3,J000064,5,"ML Engineer"
R008244,1,J000003,1,"Software Engineer"
R008244,2,J000005,1,"Software Engineer"
R008244,3,J000007,1,"Software Engineer"
R008245,1,J000002,3,"Data Scientist"
R008245,2,J000020,3,"Data Scientist"
R008245,3,J000032,3,"Data Scientist"
R008246,1,J000002,5,"Data Scientist"
R008246,2,J000020,5,"Data Scientist"
R008246,3,J000032,5,"Data Scientist"
R008247,1,J000002,4,"Data Scientist"
R008247,2,J000020,4,"Data Scientist"
R008247,3,J000032,4,"Data Scientist"
R008248,1,J000015,6,"ML Engineer"
R008248,2,J000047,6,"ML Engineer"
R008248,3,J000048,6,"ML Engineer"
R008249,1,J000007,5,"Software Engineer"
R008249,2,J000068,5,"Software Engineer"
R008249,3,J000091,5,"Software Engineer"
R008250,1,J000002,3,"Data Scientist"
R008250,2,J000020,3,"Data Scientist"
R008250,3,J000032,3,"Data Scientist"
R008251,1,J000007,6,"Software Engineer"
R008251,2,J000068,6,"Software Engineer"
R008251,3,J000091,6,"Software Engineer"
R008252,1,J000001,1,"Data Analyst"
R008252,2,J000006,1,"Data Analyst"
R008252,3,J000009,1,"Data Analyst"
R008253,1,J000015,4,"ML Engineer"
R008253,2,J000047,4,"ML Engineer"
R008253,3,J000048,4,"ML Engineer"
R008254,1,J000003,3,"Software Engineer"
R008254,2,J000007,3,"Software Engineer"
R008254,3,J000062,3,"Software Engineer"
R008255,1,J000015,4,"ML Engineer"
R008255,2,J000048,4,"ML Engineer"
R008255,3,J000060,4,"ML Engineer"
R008256,1,J000004,4,"ML Engineer"
R008256,2,J000015,4,"ML Engineer"
R008256,3,J000048,4,"ML Engineer"
R008257,1,J000007,6,"Software Engineer"
R008257,2,J000068,6,"Software Engineer"
R008257,3,J000091,6,"Software Engineer"
R008258,1,J000015,6,"ML Engineer"
R008258,2,J000048,6,"ML Engineer"
R008258,3,J000060,6,"ML Engineer"
R008259,1,J000019,5,"Product Manager"
R008259,2,J000023,5,"Product Manager"
R008259,3,J000028,5,"Product Manager"
R008260,1,J000003,3,"Software Engineer"
R008260,2,J000005,3,"Software Engineer"
R008260,3,J000007,3,"Software Engineer"
R008261,1,J000001,4,"Data Analyst"
R008261,2,J000006,4,"Data Analyst"
R008261,3,J000011,4,"Data Analyst"
R008262,1,J000001,4,"Data Analyst"
R008262,2,J000006,4,"Data Analyst"
R008262,3,J000009,4,"Data Analyst"
R008263,1,J000002,6,"Data Scientist"
R008263,2,J000020,6,"Data Scientist"
